Grid ID,Topological Type,tb,r,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror,Parents
S1192,12n358,-2,1,--,--,S1194,"{'G1628', 'G1636', 'G1637', 'G1631'}"
S1193,12n358,-2,1,--,--,S1195,"{'G1629', 'G1642', 'G1639'}"
S1194,12n358,-2,1,--,--,S1192,"{'G1635', 'G1623', 'G1627', 'G1634'}"
S1195,12n358,-2,1,--,--,S1193,"{'G1626', 'G1638', 'G1630'}"
S1196,12n370,-10,-1,--,--,S1196,"{'G1665', 'G1666', 'G1663', 'G1667', 'G1662', 'G1660', 'G1664', 'G1661'}"
S1197,12n370,-10,-3,--,--,S1198,{'G1661'}
S1198,12n370,-10,-3,--,--,S1197,{'G1660'}
S1199,12n370,-10,1,--,--,S1199,"{'G1665', 'G1666', 'G1663', 'G1668', 'G1667', 'G1662', 'G1664', 'G1669'}"
S1200,12n370,-10,3,--,--,S1201,{'G1668'}
S1201,12n370,-10,3,--,--,S1200,{'G1669'}
S1202,m12n370,-2,-1,--,--,?,"{'G1657', 'G1659'}"
S1203,m12n370,-2,-1,--,--,?,"{'G1658', 'G1656'}"
S1204,m12n370,-2,1,--,--,?,"{'G1657', 'G1659'}"
S1205,m12n370,-2,1,--,--,?,"{'G1658', 'G1656'}"
S1206,m12n371,-3,-2,--,--,S1207,{'G1671'}
S1207,m12n371,-3,-2,--,--,S1206,{'G1670'}
S1208,m12n371,-3,0,S1208,S1208,S1208,"{'G1672', 'G1670', 'G1673', 'G1671'}"
S1209,m12n371,-3,2,--,--,S1210,{'G1672'}
S1210,m12n371,-3,2,--,--,S1209,{'G1673'}
S1211,12n371,-9,-2,--,--,S1211,{'G1674'}
S1212,12n371,-9,0,S1212,S1212,S1212,"{'G1674', 'G1675'}"
S1213,12n371,-9,2,--,--,S1213,{'G1675'}
S1214,12n375,-14,-1,--,--,S1215,"{'G1680', 'G1683', 'G1676', 'G1678', 'G1682'}"
S1215,12n375,-14,-1,--,--,S1214,"{'G1685', 'G1681', 'G1677', 'G1684', 'G1679'}"
S1216,12n375,-14,-3,--,--,S1217,{'G1676'}
S1217,12n375,-14,-3,--,--,S1216,{'G1677'}
S1218,12n375,-14,1,--,--,S1219,"{'G1686', 'G1685', 'G1681', 'G1684', 'G1679'}"
S1219,12n375,-14,1,--,--,S1218,"{'G1680', 'G1683', 'G1687', 'G1678', 'G1682'}"
S1220,12n375,-14,3,--,--,S1221,{'G1687'}
S1221,12n375,-14,3,--,--,S1220,{'G1686'}
S1222,m12n375,2,-1,--,--,S1223,"{'G1694', 'G1693', 'G1688'}"
S1223,m12n375,2,-1,--,--,S1222,"{'G1692', 'G1696'}"
S1224,m12n375,2,-1,--,--,S1225,"{'G1690', 'G1691'}"
S1225,m12n375,2,-1,--,--,S1224,"{'G1689', 'G1695'}"
S1226,m12n375,2,1,--,--,S1229,"{'G1694', 'G1692'}"
S1227,m12n375,2,1,--,--,S1228,"{'G1689', 'G1691'}"
S1228,m12n375,2,1,--,--,S1227,"{'G1690', 'G1695'}"
S1229,m12n375,2,1,--,--,S1226,"{'G1696', 'G1693', 'G1688'}"
S1230,m12n403,-10,-1,--,--,S1230,{'G1709'}
S1231,m12n403,-10,-1,--,--,S1231,{'G1710'}
S1232,m12n403,-10,1,--,--,S1232,{'G1710'}
S1233,m12n403,-10,1,--,--,S1233,{'G1709'}
S1234,12n403,-2,-1,--,--,S1234,"{'G1701', 'G1698', 'G1704'}"
S1235,12n403,-2,-1,--,--,S1235,"{'G1702', 'G1707', 'G1708'}"
S1236,12n403,-2,-1,--,--,S1236,"{'G1699', 'G1705', 'G1706'}"
S1237,12n403,-2,-1,--,--,S1237,"{'G1703', 'G1700', 'G1697'}"
S1238,12n403,-2,1,--,--,S1238,"{'G1699', 'G1701', 'G1706'}"
S1239,12n403,-2,1,--,--,S1239,"{'G1698', 'G1704', 'G1705'}"
S1240,12n403,-2,1,--,--,S1240,"{'G1708', 'G1700', 'G1697'}"
S1241,12n403,-2,1,--,--,S1241,"{'G1702', 'G1707', 'G1703'}"
S1242,12n407,-14,-1,--,--,S1245,"{'G1717', 'G1721', 'G1712'}"
S1243,12n407,-14,-1,--,--,S1244,"{'G1714', 'G1720', 'G1722'}"
S1244,12n407,-14,-1,--,--,S1243,"{'G1713', 'G1719', 'G1718'}"
S1245,12n407,-14,-1,--,--,S1242,"{'G1711', 'G1716', 'G1715'}"
S1246,12n407,-14,-3,--,--,S1248,{'G1713'}
S1247,12n407,-14,-3,--,--,S1249,{'G1712'}
S1248,12n407,-14,-3,--,--,S1246,{'G1714'}
S1249,12n407,-14,-3,--,--,S1247,{'G1711'}
S1250,12n407,-14,1,--,--,S1251,"{'G1715', 'G1716', 'G1725'}"
S1251,12n407,-14,1,--,--,S1250,"{'G1726', 'G1717', 'G1721'}"
S1252,12n407,-14,1,--,--,S1253,"{'G1724', 'G1719', 'G1718'}"
S1253,12n407,-14,1,--,--,S1252,"{'G1723', 'G1720', 'G1722'}"
S1254,12n407,-14,3,--,--,S1256,{'G1724'}
S1255,12n407,-14,3,--,--,S1257,{'G1725'}
S1256,12n407,-14,3,--,--,S1254,{'G1723'}
S1257,12n407,-14,3,--,--,S1255,{'G1726'}
S1258,m12n407,2,-1,--,--,S1261,"{'G1742', 'G1740', 'G1741', 'G1734'}"
S1259,m12n407,2,-1,--,--,S1260,"{'G1743', 'G1730', 'G1735', 'G1728', 'G1731'}"
S1260,m12n407,2,-1,--,--,S1259,"{'G1738', 'G1733', 'G1727', 'G1732', 'G1736'}"
S1261,m12n407,2,-1,--,--,S1258,"{'G1739', 'G1737', 'G1729', 'G1744'}"
S1262,m12n407,2,1,--,--,S1263,"{'G1738', 'G1733', 'G1739', 'G1732', 'G1736'}"
S1263,m12n407,2,1,--,--,S1262,"{'G1740', 'G1743', 'G1735', 'G1728', 'G1731'}"
S1264,m12n407,2,1,--,--,S1265,"{'G1742', 'G1734', 'G1741', 'G1730'}"
S1265,m12n407,2,1,--,--,S1264,"{'G1727', 'G1737', 'G1729', 'G1744'}"
S1266,12n426,-18,-1,--,--,S1266,"{'G1746', 'G1745'}"
S1267,12n426,-18,-3,--,--,S1267,{'G1745'}
S1268,12n426,-18,1,--,--,S1268,"{'G1747', 'G1746'}"
S1269,12n426,-18,3,--,--,S1269,{'G1747'}
S1270,m12n426,6,-1,--,--,S1270,{'G1749'}
S1271,m12n426,6,-1,--,--,S1271,{'G1748'}
S1272,m12n426,6,1,--,--,S1272,{'G1748'}
S1273,m12n426,6,1,--,--,S1273,{'G1749'}
S1274,12n438,-10,-1,--,--,S1274,{'G1762'}
S1275,12n438,-10,-1,--,--,S1275,{'G1763'}
S1276,12n438,-10,1,--,--,S1276,{'G1762'}
S1277,12n438,-10,1,--,--,S1277,{'G1763'}
S1278,m12n438,-2,-1,--,--,S1278,"{'G1756', 'G1760', 'G1761'}"
S1279,m12n438,-2,-1,--,--,S1279,"{'G1757', 'G1758', 'G1752'}"
S1280,m12n438,-2,-1,--,--,S1280,"{'G1759', 'G1751', 'G1753'}"
S1281,m12n438,-2,-1,--,--,S1281,"{'G1755', 'G1754', 'G1750'}"
S1282,m12n438,-2,1,--,--,S1282,"{'G1759', 'G1755', 'G1753'}"
S1283,m12n438,-2,1,--,--,S1283,"{'G1751', 'G1754', 'G1750'}"
S1284,m12n438,-2,1,--,--,S1284,"{'G1760', 'G1758', 'G1752'}"
S1285,m12n438,-2,1,--,--,S1285,"{'G1756', 'G1757', 'G1761'}"
S1286,12n443,-5,-2,--,--,S1287,{'G1764'}
S1287,12n443,-5,-2,--,--,S1286,{'G1765'}
S1288,12n443,-5,0,S1288,S1288,S1288,"{'G1764', 'G1765', 'G1766', 'G1767'}"
S1289,12n443,-5,2,--,--,S1290,{'G1766'}
S1290,12n443,-5,2,--,--,S1289,{'G1767'}
S1291,m12n443,-7,-2,--,--,S1291,{'G1768'}
S1292,m12n443,-7,0,?,?,S1293,{'G1768'}
S1293,m12n443,-7,0,?,?,S1292,{'G1769'}
S1294,m12n443,-7,2,--,--,S1294,{'G1769'}
S1295,12n451,-1,-2,--,--,S1296,"{'G1774', 'G1773'}"
S1296,12n451,-1,-2,--,--,S1295,"{'G1772', 'G1775'}"
S1297,12n451,-1,0,S1297,S1297,S1297,"{'G1774', 'G1773', 'G1777', 'G1779', 'G1778', 'G1776', 'G1772', 'G1775'}"
S1298,12n451,-1,2,--,--,S1299,"{'G1777', 'G1776'}"
S1299,12n451,-1,2,--,--,S1298,"{'G1778', 'G1779'}"
S1300,m12n451,-11,-2,--,--,S1300,{'G1770'}
S1301,m12n451,-11,0,S1302,?,?,{'G1771'}
S1302,m12n451,-11,0,S1301,?,?,{'G1770'}
S1303,m12n451,-11,2,--,--,S1303,{'G1771'}
S1304,12n452,-10,-1,--,--,S1305,"{'G1797', 'G1799', 'G1793', 'G1800', 'G1798'}"
S1305,12n452,-10,-1,--,--,S1304,"{'G1794', 'G1792', 'G1801', 'G1796', 'G1795'}"
S1306,12n452,-10,-3,--,--,S1307,{'G1793'}
S1307,12n452,-10,-3,--,--,S1306,{'G1792'}
S1308,12n452,-10,1,--,--,S1309,"{'G1794', 'G1801', 'G1796', 'G1795', 'G1802'}"
S1309,12n452,-10,1,--,--,S1308,"{'G1797', 'G1799', 'G1803', 'G1800', 'G1798'}"
S1310,12n452,-10,3,--,--,S1311,{'G1802'}
S1311,12n452,-10,3,--,--,S1310,{'G1803'}
S1312,m12n452,-2,-1,--,--,S1314,"{'G1789', 'G1785', 'G1786'}"
S1313,m12n452,-2,-1,--,--,S1315,"{'G1780', 'G1784', 'G1791'}"
S1314,m12n452,-2,-1,--,--,S1312,"{'G1782', 'G1783', 'G1790'}"
S1315,m12n452,-2,-1,--,--,S1313,"{'G1788', 'G1781', 'G1787'}"
S1316,m12n452,-2,1,--,--,S1317,"{'G1788', 'G1781', 'G1791'}"
S1317,m12n452,-2,1,--,--,S1316,"{'G1780', 'G1784', 'G1787'}"
S1318,m12n452,-2,1,--,--,S1319,"{'G1783', 'G1785', 'G1790'}"
S1319,m12n452,-2,1,--,--,S1318,"{'G1782', 'G1789', 'G1786'}"
S1320,12n462,-6,-1,--,--,S1321,"{'G1806', 'G1804'}"
S1321,12n462,-6,-1,--,--,S1320,"{'G1805', 'G1807'}"
S1322,12n462,-6,1,--,--,S1323,"{'G1805', 'G1807'}"
S1323,12n462,-6,1,--,--,S1322,"{'G1806', 'G1804'}"
S1324,12n487,-12,-1,--,--,S1324,"{'G1814', 'G1808', 'G1810', 'G1809', 'G1812', 'G1813', 'G1815', 'G1811'}"
S1325,12n487,-12,-3,--,--,S1326,{'G1809'}
S1326,12n487,-12,-3,--,--,S1325,{'G1808'}
S1327,12n487,-12,1,--,--,S1327,"{'G1816', 'G1817', 'G1814', 'G1810', 'G1812', 'G1813', 'G1815', 'G1811'}"
S1328,12n487,-12,3,--,--,S1329,{'G1817'}
S1329,12n487,-12,3,--,--,S1328,{'G1816'}
S1330,m12n487,0,-1,--,--,?,"{'G1820', 'G1818'}"
S1331,m12n487,0,-1,--,--,?,"{'G1819', 'G1821'}"
S1332,m12n487,0,1,--,--,?,"{'G1819', 'G1821'}"
S1333,m12n487,0,1,--,--,?,"{'G1820', 'G1818'}"
S1334,12n603,-14,-1,--,--,S1335,{'G1822'}
S1335,12n603,-14,-1,--,--,S1334,{'G1823'}
S1336,12n603,-14,-3,--,--,S1337,{'G1822'}
S1337,12n603,-14,-3,--,--,S1336,{'G1823'}
S1338,12n603,-14,1,--,--,S1339,{'G1825'}
S1339,12n603,-14,1,--,--,S1338,{'G1824'}
S1340,12n603,-14,3,--,--,S1341,{'G1825'}
S1341,12n603,-14,3,--,--,S1340,{'G1824'}
S1342,m12n603,2,-1,--,--,S1344,"{'G1833', 'G1829', 'G1836'}"
S1343,m12n603,2,-1,--,--,S1345,"{'G1834', 'G1826', 'G1831'}"
S1344,m12n603,2,-1,--,--,S1342,"{'G1835', 'G1830', 'G1832'}"
S1345,m12n603,2,-1,--,--,S1343,"{'G1837', 'G1828', 'G1827'}"
S1346,m12n603,2,1,--,--,S1347,"{'G1834', 'G1828', 'G1826'}"
S1347,m12n603,2,1,--,--,S1346,"{'G1837', 'G1831', 'G1827'}"
S1348,m12n603,2,1,--,--,S1349,"{'G1830', 'G1836', 'G1832'}"
S1349,m12n603,2,1,--,--,S1348,"{'G1833', 'G1829', 'G1835'}"
S1350,12n706,-6,-1,--,--,S1350,{'G1838'}
S1351,12n706,-6,-1,--,--,S1351,{'G1839'}
S1352,12n706,-6,1,--,--,S1352,{'G1839'}
S1353,12n706,-6,1,--,--,S1353,{'G1838'}
S1354,12n729,-14,-1,--,--,S1355,"{'G1841', 'G1845', 'G1843', 'G1844', 'G1849'}"
S1355,12n729,-14,-1,--,--,S1354,"{'G1842', 'G1840', 'G1847', 'G1848', 'G1846'}"
S1356,12n729,-14,-3,--,--,S1357,{'G1840'}
S1357,12n729,-14,-3,--,--,S1356,{'G1841'}
S1358,12n729,-14,1,--,--,S1359,"{'G1845', 'G1843', 'G1844', 'G1851', 'G1849'}"
S1359,12n729,-14,1,--,--,S1358,"{'G1842', 'G1847', 'G1848', 'G1850', 'G1846'}"
S1360,12n729,-14,3,--,--,S1361,{'G1851'}
S1361,12n729,-14,3,--,--,S1360,{'G1850'}
S1362,m12n729,2,-1,--,--,S1363,"{'G1855', 'G1852'}"
S1363,m12n729,2,-1,--,--,S1362,"{'G1854', 'G1853'}"
S1364,m12n729,2,1,--,--,S1365,"{'G1855', 'G1852'}"
S1365,m12n729,2,1,--,--,S1364,"{'G1854', 'G1853'}"
S1366,m12n730,-1,-2,--,--,S1367,"{'G1863', 'G1860'}"
S1367,m12n730,-1,-2,--,--,S1366,"{'G1861', 'G1862'}"
S1368,m12n730,-1,0,?,?,S1369,"{'G1860', 'G1863', 'G1867', 'G1865'}"
S1369,m12n730,-1,0,?,?,S1368,"{'G1866', 'G1864', 'G1862', 'G1861'}"
S1370,m12n730,-1,2,--,--,S1371,"{'G1866', 'G1864'}"
S1371,m12n730,-1,2,--,--,S1370,"{'G1867', 'G1865'}"
S1372,12n730,-11,-2,--,--,?,{'G1857'}
S1373,12n730,-11,-2,--,--,?,{'G1856'}
S1374,12n730,-11,0,S1377,?,S1377,{'G1858'}
S1375,12n730,-11,0,S1376,?,?,{'G1857'}
S1376,12n730,-11,0,S1375,?,?,{'G1856'}
S1377,12n730,-11,0,S1374,?,S1374,{'G1859'}
S1378,12n730,-11,2,--,--,S1379,{'G1859'}
S1379,12n730,-11,2,--,--,S1378,{'G1858'}
S1380,12n750,-16,-1,--,--,S1380,"{'G1871', 'G1868', 'G1870', 'G1869'}"
S1381,12n750,-16,-3,--,--,S1381,{'G1868'}
S1382,12n750,-16,1,--,--,S1382,"{'G1872', 'G1870', 'G1871', 'G1869'}"
S1383,12n750,-16,3,--,--,S1383,{'G1872'}
S1384,m12n750,4,-1,--,--,S1384,{'G1873'}
S1385,m12n750,4,1,--,--,S1385,{'G1873'}
S1386,m12n768,-10,-1,--,--,S1387,"{'G1880', 'G1883', 'G1884', 'G1886', 'G1879'}"
S1387,m12n768,-10,-1,--,--,S1386,"{'G1878', 'G1882', 'G1887', 'G1885', 'G1881'}"
S1388,m12n768,-10,-3,--,--,S1389,{'G1878'}
S1389,m12n768,-10,-3,--,--,S1388,{'G1879'}
S1390,m12n768,-10,1,--,--,S1391,"{'G1882', 'G1887', 'G1885', 'G1888', 'G1881'}"
S1391,m12n768,-10,1,--,--,S1390,"{'G1880', 'G1883', 'G1884', 'G1886', 'G1889'}"
S1392,m12n768,-10,3,--,--,S1393,{'G1889'}
S1393,m12n768,-10,3,--,--,S1392,{'G1888'}
S1394,12n768,-2,-1,--,--,S1395,"{'G1874', 'G1877'}"
S1395,12n768,-2,-1,--,--,S1394,"{'G1876', 'G1875'}"
S1396,12n768,-2,1,--,--,S1397,"{'G1874', 'G1877'}"
S1397,12n768,-2,1,--,--,S1396,"{'G1876', 'G1875'}"
S1398,12n801,-14,-1,--,--,S1398,"{'G1892', 'G1893', 'G1890', 'G1891', 'G1894'}"
S1399,12n801,-14,-3,--,--,S1399,{'G1890'}
S1400,12n801,-14,1,--,--,S1400,"{'G1892', 'G1893', 'G1891', 'G1895', 'G1894'}"
S1401,12n801,-14,3,--,--,S1401,{'G1895'}
S1402,m12n801,2,-1,--,--,S1402,"{'G1897', 'G1896'}"
S1403,m12n801,2,1,--,--,S1403,"{'G1897', 'G1896'}"
S1404,12n807,-14,-1,--,--,S1404,"{'G1899', 'G1898', 'G1902', 'G1901', 'G1900'}"
S1405,12n807,-14,-3,--,--,S1405,{'G1898'}
S1406,12n807,-14,1,--,--,S1406,"{'G1899', 'G1902', 'G1901', 'G1900', 'G1903'}"
S1407,12n807,-14,3,--,--,S1407,{'G1903'}
S1408,m12n807,2,-1,--,--,S1408,"{'G1905', 'G1904'}"
S1409,m12n807,2,1,--,--,S1409,"{'G1905', 'G1904'}"
S1410,12n809,-10,-1,--,--,S1410,{'G1907'}
S1411,12n809,-10,1,--,--,S1411,{'G1907'}
S1412,m12n809,-2,-1,--,--,S1412,{'G1906'}
S1413,m12n809,-2,1,--,--,S1413,{'G1906'}
S1414,m12n811,-1,-2,--,--,S1414,"{'G1910', 'G1912', 'G1911'}"
S1415,m12n811,-1,0,S1415,S1415,S1415,"{'G1911', 'G1914', 'G1910', 'G1915', 'G1912', 'G1913'}"
S1416,m12n811,-1,2,--,--,S1416,"{'G1914', 'G1915', 'G1913'}"
S1417,12n811,-11,-2,--,--,S1417,{'G1908'}
S1418,12n811,-11,0,S1418,S1418,S1418,"{'G1908', 'G1909'}"
S1419,12n811,-11,2,--,--,S1419,{'G1909'}
S1420,12n830,-16,-1,--,--,S1420,"{'G1916', 'G1920', 'G1918', 'G1919', 'G1917', 'G1921'}"
S1421,12n830,-16,-3,--,--,S1421,{'G1917'}
S1422,12n830,-16,-3,--,--,S1422,{'G1916'}
S1423,12n830,-16,1,--,--,S1423,"{'G1919', 'G1922', 'G1920', 'G1918', 'G1923', 'G1921'}"
S1424,12n830,-16,3,--,--,S1424,{'G1923'}
S1425,12n830,-16,3,--,--,S1425,{'G1922'}
S1426,m12n830,4,-1,--,--,S1426,"{'G1925', 'G1924'}"
S1427,m12n830,4,-1,--,--,S1427,"{'G1927', 'G1926'}"
S1428,m12n830,4,1,--,--,S1428,"{'G1925', 'G1924'}"
S1429,m12n830,4,1,--,--,S1429,"{'G1927', 'G1926'}"
S1430,12n835,-5,-2,--,--,S1430,{'G1928'}
S1431,12n835,-5,0,S1432,?,S1431,{'G1929'}
S1432,12n835,-5,0,S1431,?,S1432,{'G1928'}
S1433,12n835,-5,2,--,--,S1433,{'G1929'}
S1434,m12n835,-7,-2,--,--,S1434,{'G1930'}
S1435,m12n835,-7,0,S1435,S1435,S1435,"{'G1930', 'G1931'}"
S1436,m12n835,-7,2,--,--,S1436,{'G1931'}
S1437,12n838,-10,-1,--,--,S1437,"{'G1939', 'G1938', 'G1937', 'G1936'}"
S1438,12n838,-10,-1,--,--,S1438,"{'G1935', 'G1934', 'G1941', 'G1940'}"
S1439,12n838,-10,1,--,--,S1439,"{'G1939', 'G1938', 'G1937', 'G1936'}"
S1440,12n838,-10,1,--,--,S1440,"{'G1935', 'G1934', 'G1941', 'G1940'}"
S1441,m12n838,-2,-1,--,--,?,{'G1933'}
S1442,m12n838,-2,-1,--,--,?,{'G1932'}
S1443,m12n838,-2,1,--,--,?,{'G1933'}
S1444,m12n838,-2,1,--,--,?,{'G1932'}
S1445,12n873,-6,-1,--,--,S1446,{'G1942'}
S1446,12n873,-6,-1,--,--,S1445,{'G1943'}
S1447,12n873,-6,1,--,--,S1448,{'G1943'}
S1448,12n873,-6,1,--,--,S1447,{'G1942'}
S1449,13n1180,-16,-1,--,--,S1449,"{'G1947', 'G1946', 'G1944', 'G1945', 'G1948'}"
S1450,13n1180,-16,-3,--,--,S1450,{'G1944'}
S1451,13n1180,-16,1,--,--,S1451,"{'G1949', 'G1947', 'G1946', 'G1945', 'G1948'}"
S1452,13n1180,-16,3,--,--,S1452,{'G1949'}
S1453,m13n1180,4,-1,--,--,S1453,"{'G1951', 'G1952'}"
S1454,m13n1180,4,-1,--,--,S1454,"{'G1953', 'G1950'}"
S1455,m13n1180,4,1,--,--,S1455,"{'G1953', 'G1950'}"
S1456,m13n1180,4,1,--,--,S1456,"{'G1951', 'G1952'}"
S1457,m13n1192,-13,-2,--,--,S1457,{'G1954'}
S1458,m13n1192,-13,0,S1459,S1459,S1458,{'G1954'}
S1459,m13n1192,-13,0,S1458,S1458,S1459,{'G1955'}
S1460,m13n1192,-13,2,--,--,S1460,{'G1955'}
S1461,13n1192,1,-2,--,--,S1461,{'G1956'}
S1462,13n1192,1,0,S1462,S1462,S1462,"{'G1956', 'G1957'}"
S1463,13n1192,1,2,--,--,S1463,{'G1957'}
S1464,13n1271,-12,-1,--,--,S1465,"{'G1958', 'G1960'}"
S1465,13n1271,-12,-1,--,--,S1464,"{'G1961', 'G1959'}"
S1466,13n1271,-12,1,--,--,S1467,"{'G1961', 'G1959'}"
S1467,13n1271,-12,1,--,--,S1466,"{'G1958', 'G1960'}"
S1468,m13n1271,0,-1,--,--,S1469,"{'G1962', 'G1965'}"
S1469,m13n1271,0,-1,--,--,S1468,"{'G1964', 'G1963'}"
S1470,m13n1271,0,1,--,--,S1471,"{'G1964', 'G1963'}"
S1471,m13n1271,0,1,--,--,S1470,"{'G1962', 'G1965'}"
S1472,13n1692,-3,-2,--,--,S1475,"{'G1967', 'G1971'}"
S1473,13n1692,-3,-2,--,--,S1474,"{'G1969', 'G1968'}"
S1474,13n1692,-3,-2,--,--,S1473,"{'G1966', 'G1973'}"
S1475,13n1692,-3,-2,--,--,S1472,"{'G1970', 'G1972'}"
S1476,13n1692,-3,0,?,?,S1477,"{'G1977', 'G1972', 'G1974', 'G1975', 'G1970', 'G1978', 'G1969', 'G1968'}"
S1477,13n1692,-3,0,?,?,S1476,"{'G1979', 'G1971', 'G1973', 'G1981', 'G1980', 'G1976', 'G1966', 'G1967'}"
S1478,13n1692,-3,2,--,--,S1480,"{'G1975', 'G1978'}"
S1479,13n1692,-3,2,--,--,S1481,"{'G1974', 'G1977'}"
S1480,13n1692,-3,2,--,--,S1478,"{'G1979', 'G1980'}"
S1481,13n1692,-3,2,--,--,S1479,"{'G1981', 'G1976'}"
S1482,m13n1692,-9,-2,--,--,S1483,{'G1983'}
S1483,m13n1692,-9,-2,--,--,S1482,{'G1982'}
S1484,m13n1692,-9,0,S1485,?,S1485,{'G1983'}
S1485,m13n1692,-9,0,S1484,?,S1484,{'G1982'}
S1486,m13n1692,-9,0,?,?,S1487,{'G1984'}
S1487,m13n1692,-9,0,?,?,S1486,{'G1985'}
S1488,m13n1692,-9,2,--,--,S1489,{'G1984'}
S1489,m13n1692,-9,2,--,--,S1488,{'G1985'}
S1490,13n1718,-13,-2,--,--,S1491,{'G1986'}
S1491,13n1718,-13,-2,--,--,S1490,{'G1987'}
S1492,13n1718,-13,0,S1493,?,S1493,"{'G1987', 'G1988'}"
S1493,13n1718,-13,0,S1492,?,S1492,"{'G1986', 'G1989'}"
S1494,13n1718,-13,2,--,--,S1495,{'G1989'}
S1495,13n1718,-13,2,--,--,S1494,{'G1988'}
S1496,m13n1718,1,-2,--,--,S1497,"{'G1991', 'G1993'}"
S1497,m13n1718,1,-2,--,--,S1496,"{'G1990', 'G1992'}"
S1498,m13n1718,1,0,S1499,?,S1499,"{'G1991', 'G1993', 'G1997', 'G1996'}"
S1499,m13n1718,1,0,S1498,?,S1498,"{'G1994', 'G1990', 'G1992', 'G1995'}"
S1500,m13n1718,1,2,--,--,S1501,"{'G1997', 'G1996'}"
S1501,m13n1718,1,2,--,--,S1500,"{'G1994', 'G1995'}"
S1502,m13n1735,-13,-2,--,--,S1503,{'G1999'}
S1503,m13n1735,-13,-2,--,--,S1502,{'G1998'}
S1504,m13n1735,-13,0,?,?,S1505,"{'G1998', 'G2001'}"
S1505,m13n1735,-13,0,?,?,S1504,"{'G2000', 'G1999'}"
S1506,m13n1735,-13,2,--,--,S1507,{'G2001'}
S1507,m13n1735,-13,2,--,--,S1506,{'G2000'}
S1508,13n1735,1,-2,--,--,S1509,"{'G2004', 'G2003'}"
S1509,13n1735,1,-2,--,--,S1508,"{'G2005', 'G2002'}"
S1510,13n1735,1,0,?,?,S1511,"{'G2007', 'G2004', 'G2006', 'G2003'}"
S1511,13n1735,1,0,?,?,S1510,"{'G2008', 'G2002', 'G2005', 'G2009'}"
S1512,13n1735,1,2,--,--,S1513,"{'G2008', 'G2009'}"
S1513,13n1735,1,2,--,--,S1512,"{'G2007', 'G2006'}"
S1514,13n1762,-12,-1,--,--,S1515,"{'G2015', 'G2013', 'G2018', 'G2011', 'G2019'}"
S1515,13n1762,-12,-1,--,--,S1514,"{'G2016', 'G2012', 'G2010', 'G2017', 'G2014'}"
S1516,13n1762,-12,-3,--,--,S1517,{'G2011'}
S1517,13n1762,-12,-3,--,--,S1516,{'G2010'}
S1518,13n1762,-12,1,--,--,S1519,"{'G2016', 'G2021', 'G2012', 'G2017', 'G2014'}"
S1519,13n1762,-12,1,--,--,S1518,"{'G2015', 'G2020', 'G2013', 'G2018', 'G2019'}"
S1520,13n1762,-12,3,--,--,S1521,{'G2021'}
S1521,13n1762,-12,3,--,--,S1520,{'G2020'}
S1522,m13n1762,0,-1,--,--,S1525,"{'G2028', 'G2026'}"
S1523,m13n1762,0,-1,--,--,S1524,"{'G2023', 'G2022'}"
S1524,m13n1762,0,-1,--,--,S1523,"{'G2024', 'G2027'}"
S1525,m13n1762,0,-1,--,--,S1522,"{'G2029', 'G2025'}"
S1526,m13n1762,0,1,--,--,S1527,"{'G2028', 'G2026'}"
S1527,m13n1762,0,1,--,--,S1526,"{'G2029', 'G2025'}"
S1528,m13n1762,0,1,--,--,S1529,"{'G2023', 'G2022'}"
S1529,m13n1762,0,1,--,--,S1528,"{'G2024', 'G2027'}"
S1530,13n1779,-16,-1,--,--,S1530,"{'G2030', 'G2031'}"
S1531,13n1779,-16,1,--,--,S1531,"{'G2030', 'G2031'}"
S1532,m13n1779,4,-1,--,--,S1532,"{'G2033', 'G2032'}"
S1533,m13n1779,4,1,--,--,S1533,"{'G2033', 'G2032'}"
S1534,13n1836,-5,-2,--,--,S1534,{'G2034'}
S1535,13n1836,-5,0,?,S1536,S1535,{'G2034'}
S1536,13n1836,-5,0,?,S1535,S1536,{'G2035'}
S1537,13n1836,-5,2,--,--,S1537,{'G2035'}
S1538,m13n1836,-7,-2,--,--,S1538,{'G2036'}
S1539,m13n1836,-7,0,?,S1540,S1539,{'G2037'}
S1540,m13n1836,-7,0,?,S1539,S1540,{'G2036'}
S1541,m13n1836,-7,2,--,--,S1541,{'G2037'}
S1542,13n1864,-6,-1,--,--,S1544,{'G2041'}
S1543,m13n1864,-6,-1,--,--,?,"{'G2038', 'G2039'}"
S1544,13n1864,-6,-1,--,--,S1542,{'G2040'}
S1545,13n1864,-6,1,--,--,S1547,{'G2041'}
S1546,m13n1864,-6,1,--,--,?,"{'G2038', 'G2039'}"
S1547,13n1864,-6,1,--,--,S1545,{'G2040'}
S1548,m13n1901,-4,-1,--,--,S1549,"{'G2044', 'G2042'}"
S1549,m13n1901,-4,-1,--,--,S1548,"{'G2045', 'G2043'}"
S1550,m13n1901,-4,1,--,--,S1551,"{'G2044', 'G2042'}"
S1551,m13n1901,-4,1,--,--,S1550,"{'G2045', 'G2043'}"
S1552,13n1901,-8,-1,--,--,S1553,"{'G2046', 'G2049'}"
S1553,13n1901,-8,-1,--,--,S1552,"{'G2047', 'G2048'}"
