Grid ID,Topological Type,tb,r,X,O,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror
G298,10n26,-13,-2,"(0, 6, 5, 7, 4, 9, 3, 2, 1, 8)","(4, 1, 9, 0, 8, 6, 7, 5, 3, 2)",--,--,G297
G299,10n26,-13,-2,"(0, 1, 9, 7, 4, 8, 6, 5, 3, 2)","(3, 6, 5, 2, 0, 1, 9, 7, 8, 4)",--,--,G288
G300,10n26,-13,-4,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(4, 1, 0, 8, 7, 6, 9, 5, 3, 2)",--,--,G301
G301,10n26,-13,-4,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 1, 0, 8, 7, 9, 6, 4, 3, 2)",--,--,G300
G302,10n26,-13,0,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 4, 3, 8, 1, 9, 7, 0, 5, 2)",G323,G313,G303
G303,10n26,-13,0,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 2, 9, 1, 3, 0, 5, 8, 7, 4)",G313,G323,G302
G304,10n26,-13,0,"(0, 4, 3, 8, 6, 9, 7, 5, 2, 1)","(6, 7, 5, 4, 2, 3, 1, 0, 8, 9)",G325,G322,G326
G305,10n26,-13,0,"(0, 6, 8, 5, 4, 7, 3, 9, 2, 1)","(3, 1, 4, 2, 9, 0, 8, 6, 7, 5)",G329,G321,G314
G306,10n26,-13,0,"(0, 9, 3, 2, 8, 6, 7, 5, 1, 4)","(6, 5, 7, 4, 3, 1, 2, 0, 8, 9)",G327,G315,G320
G307,10n26,-13,0,"(0, 9, 3, 2, 7, 6, 8, 5, 1, 4)","(8, 6, 5, 4, 3, 1, 2, 0, 7, 9)",G318,G328,G308
G308,10n26,-13,0,"(0, 5, 4, 2, 7, 6, 3, 1, 9, 8)","(4, 3, 1, 9, 0, 8, 7, 6, 5, 2)",G328,G318,G307
G309,10n26,-13,0,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(4, 3, 9, 7, 1, 6, 0, 8, 5, 2)",G317,G312,G311
G310,10n26,-13,0,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(6, 1, 5, 4, 0, 8, 9, 7, 3, 2)",G316,G324,G319
G311,10n26,-13,0,"(0, 9, 7, 6, 8, 5, 3, 4, 2, 1)","(3, 1, 5, 0, 4, 2, 7, 9, 8, 6)",G312,G317,G309
G312,10n26,-13,0,"(0, 9, 8, 7, 4, 6, 5, 3, 1, 2)","(3, 7, 5, 1, 0, 2, 9, 6, 4, 8)",G311,G309,G317
G313,10n26,-13,0,"(0, 2, 4, 1, 6, 9, 8, 5, 7, 3)","(8, 6, 7, 5, 3, 4, 2, 0, 1, 9)",G303,G302,G323
G314,10n26,-13,0,"(0, 8, 2, 9, 4, 7, 6, 5, 3, 1)","(6, 4, 5, 3, 1, 2, 8, 0, 7, 9)",G321,G329,G305
G315,10n26,-13,0,"(0, 6, 5, 9, 8, 4, 7, 3, 1, 2)","(5, 4, 1, 3, 2, 9, 0, 8, 6, 7)",G320,G306,G327
G316,10n26,-13,0,"(0, 4, 9, 3, 2, 8, 6, 7, 5, 1)","(6, 8, 7, 5, 4, 3, 1, 2, 0, 9)",G310,G319,G324
G317,10n26,-13,0,"(0, 8, 9, 7, 4, 6, 5, 3, 2, 1)","(4, 3, 5, 0, 8, 2, 7, 1, 9, 6)",G309,G311,G312
G318,10n26,-13,0,"(0, 9, 4, 6, 5, 3, 1, 8, 7, 2)","(3, 1, 0, 2, 9, 8, 7, 6, 4, 5)",G307,G308,G328
G319,10n26,-13,0,"(0, 9, 3, 2, 8, 6, 7, 5, 1, 4)","(8, 5, 7, 4, 3, 1, 2, 0, 9, 6)",G324,G316,G310
G320,10n26,-13,0,"(0, 9, 7, 2, 1, 8, 6, 4, 5, 3)","(8, 6, 4, 5, 3, 2, 0, 9, 1, 7)",G315,G327,G306
G321,10n26,-13,0,"(0, 9, 6, 8, 4, 3, 2, 5, 1, 7)","(5, 2, 0, 3, 1, 9, 7, 8, 6, 4)",G314,G305,G329
G322,10n26,-13,0,"(0, 4, 3, 2, 9, 7, 5, 8, 6, 1)","(7, 8, 5, 6, 4, 3, 1, 2, 0, 9)",G326,G304,G325
G323,10n26,-13,0,"(0, 5, 8, 6, 4, 7, 2, 9, 3, 1)","(4, 2, 3, 1, 9, 0, 8, 6, 7, 5)",G302,G303,G313
G324,10n26,-13,0,"(0, 5, 4, 2, 9, 7, 8, 6, 3, 1)","(7, 8, 6, 5, 4, 1, 3, 2, 0, 9)",G319,G310,G316
G325,10n26,-13,0,"(0, 6, 5, 9, 8, 7, 2, 4, 1, 3)","(5, 4, 2, 3, 1, 0, 8, 9, 6, 7)",G304,G326,G322
G326,10n26,-13,0,"(0, 4, 3, 9, 6, 8, 5, 7, 2, 1)","(6, 7, 5, 4, 2, 3, 0, 1, 9, 8)",G322,G325,G304
G327,10n26,-13,0,"(0, 8, 6, 3, 2, 7, 5, 4, 1, 9)","(5, 4, 2, 1, 9, 0, 8, 6, 7, 3)",G306,G320,G315
G328,10n26,-13,0,"(0, 9, 5, 8, 4, 1, 3, 2, 7, 6)","(3, 1, 0, 2, 9, 7, 8, 6, 5, 4)",G308,G307,G318
G329,10n26,-13,0,"(0, 8, 7, 5, 3, 2, 1, 4, 9, 6)","(4, 2, 9, 1, 8, 0, 6, 7, 5, 3)",G305,G314,G321
G330,10n26,-13,2,"(0, 1, 9, 7, 6, 8, 4, 2, 5, 3)","(6, 8, 5, 4, 2, 3, 0, 9, 1, 7)",--,--,G342
G331,10n26,-13,2,"(0, 8, 9, 7, 4, 3, 6, 5, 1, 2)","(6, 4, 5, 3, 2, 8, 1, 0, 7, 9)",--,--,G332
G332,10n26,-13,2,"(0, 1, 7, 6, 9, 8, 5, 3, 4, 2)","(8, 6, 5, 3, 4, 2, 0, 7, 1, 9)",--,--,G331
G333,10n26,-13,2,"(0, 9, 7, 8, 6, 5, 2, 3, 1, 4)","(8, 5, 3, 4, 2, 1, 7, 0, 6, 9)",--,--,G345
G334,10n26,-13,2,"(0, 9, 7, 8, 6, 4, 3, 2, 5, 1)","(6, 4, 0, 5, 3, 2, 1, 7, 9, 8)",--,--,G335
G335,10n26,-13,2,"(0, 6, 4, 5, 3, 2, 1, 9, 8, 7)","(5, 2, 9, 1, 0, 4, 8, 7, 6, 3)",--,--,G334
G336,10n26,-13,2,"(0, 8, 6, 4, 5, 2, 3, 1, 9, 7)","(5, 4, 3, 9, 1, 8, 0, 7, 6, 2)",--,--,G338
G337,10n26,-13,2,"(0, 9, 1, 8, 6, 7, 5, 3, 4, 2)","(8, 7, 5, 3, 2, 4, 0, 6, 1, 9)",--,--,G346
G338,10n26,-13,2,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(8, 6, 4, 7, 5, 0, 3, 2, 1, 9)",--,--,G336
G339,10n26,-13,2,"(0, 1, 7, 6, 9, 8, 5, 3, 4, 2)","(6, 8, 5, 3, 4, 2, 0, 9, 1, 7)",--,--,G348
G340,10n26,-13,2,"(0, 8, 9, 7, 6, 5, 3, 4, 2, 1)","(5, 3, 6, 4, 2, 8, 7, 1, 0, 9)",--,--,G344
G341,10n26,-13,2,"(0, 8, 5, 4, 7, 6, 3, 2, 1, 9)","(6, 4, 3, 9, 2, 8, 1, 0, 7, 5)",--,--,G349
G342,10n26,-13,2,"(0, 2, 9, 7, 8, 4, 6, 3, 5, 1)","(6, 8, 4, 3, 5, 1, 2, 0, 9, 7)",--,--,G330
G343,10n26,-13,2,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(8, 3, 2, 5, 4, 1, 7, 0, 6, 9)",--,--,G347
G344,10n26,-13,2,"(0, 8, 9, 7, 6, 5, 3, 4, 2, 1)","(6, 3, 5, 2, 4, 8, 7, 1, 0, 9)",--,--,G340
G345,10n26,-13,2,"(0, 8, 6, 7, 9, 5, 4, 2, 3, 1)","(7, 5, 4, 2, 3, 1, 8, 6, 0, 9)",--,--,G333
G346,10n26,-13,2,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(4, 1, 6, 5, 3, 0, 2, 8, 7, 9)",--,--,G337
G347,10n26,-13,2,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(6, 3, 2, 5, 4, 9, 7, 1, 0, 8)",--,--,G343
G348,10n26,-13,2,"(0, 8, 9, 7, 4, 3, 6, 5, 1, 2)","(6, 4, 5, 3, 1, 0, 2, 8, 7, 9)",--,--,G339
G349,10n26,-13,2,"(0, 7, 5, 6, 4, 3, 2, 9, 8, 1)","(4, 1, 9, 3, 2, 0, 8, 7, 5, 6)",--,--,G341
G350,10n26,-13,4,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 3, 9, 2, 1, 0, 8, 7, 4)",--,--,G351
G351,10n26,-13,4,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(8, 6, 3, 5, 4, 2, 1, 7, 0, 9)",--,--,G350
G352,m10n26,3,0,"(0, 1, 3, 4, 2, 5, 6, 8, 7, 9)","(2, 4, 5, 8, 6, 7, 9, 3, 0, 1)",G355,G354,G353
G353,m10n26,3,0,"(0, 1, 3, 4, 5, 2, 6, 8, 9, 7)","(2, 4, 5, 6, 8, 7, 9, 0, 3, 1)",G354,G355,G352
G354,m10n26,3,0,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 4, 7, 8, 0, 1, 2, 9, 3, 5)",G353,G352,G355
G355,m10n26,3,0,"(0, 1, 2, 4, 5, 8, 6, 7, 9, 3)","(7, 9, 0, 1, 3, 4, 2, 5, 6, 8)",G352,G353,G354
G356,m10n26,3,0,"(0, 1, 3, 4, 6, 5, 7, 8, 9, 2)","(5, 9, 0, 2, 3, 1, 4, 6, 7, 8)",G357,G359,G358
G357,m10n26,3,0,"(0, 2, 3, 4, 1, 5, 6, 8, 9, 7)","(3, 4, 5, 8, 6, 7, 9, 0, 2, 1)",G356,G358,G359
G358,m10n26,3,0,"(0, 1, 3, 4, 8, 5, 6, 7, 9, 2)","(7, 9, 0, 2, 3, 1, 4, 5, 6, 8)",G359,G357,G356
G359,m10n26,3,0,"(0, 1, 3, 2, 4, 5, 7, 8, 6, 9)","(2, 4, 7, 5, 6, 8, 9, 3, 0, 1)",G358,G356,G357
G360,10n27,-11,-2,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(6, 5, 1, 8, 7, 0, 9, 4, 3, 2)",--,--,G366
G361,10n27,-11,-2,"(0, 9, 7, 6, 4, 3, 2, 8, 1, 5)","(8, 2, 1, 0, 7, 5, 4, 3, 6, 9)",--,--,G368
G362,10n27,-11,-2,"(0, 9, 2, 6, 3, 8, 7, 5, 4, 1)","(5, 3, 4, 1, 0, 2, 9, 8, 6, 7)",--,--,?
G363,10n27,-11,-2,"(0, 9, 6, 7, 5, 4, 2, 1, 3, 8)","(4, 1, 0, 3, 8, 7, 6, 5, 9, 2)",--,--,G365
G364,10n27,-11,-2,"(0, 6, 5, 4, 8, 7, 3, 9, 2, 1)","(2, 1, 9, 7, 6, 0, 5, 4, 8, 3)",--,--,G367
G365,10n27,-11,-2,"(0, 2, 1, 8, 7, 9, 6, 5, 3, 4)","(5, 9, 3, 2, 0, 4, 1, 8, 7, 6)",--,--,G363
G366,10n27,-11,-2,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(5, 4, 1, 8, 7, 6, 0, 9, 3, 2)",--,--,G360
G367,10n27,-11,-2,"(0, 9, 7, 5, 4, 3, 8, 2, 1, 6)","(8, 2, 1, 0, 6, 5, 4, 7, 3, 9)",--,--,G364
G368,10n27,-11,-2,"(0, 9, 8, 6, 3, 2, 1, 5, 4, 7)","(5, 1, 0, 9, 7, 6, 4, 3, 8, 2)",--,--,G361
G369,10n27,-11,0,"(0, 9, 4, 2, 7, 1, 8, 6, 5, 3)","(6, 1, 0, 8, 9, 5, 4, 3, 2, 7)",G380,G382,G378
G370,10n27,-11,0,"(0, 2, 9, 1, 7, 8, 5, 4, 6, 3)","(5, 6, 4, 8, 0, 3, 2, 1, 9, 7)",?,?,G374
G371,10n27,-11,0,"(0, 5, 4, 9, 7, 3, 6, 2, 1, 8)","(7, 8, 6, 5, 2, 1, 0, 9, 4, 3)",G372,G377,G381
G372,10n27,-11,0,"(0, 7, 6, 5, 4, 9, 8, 2, 3, 1)","(4, 2, 8, 1, 7, 6, 3, 5, 0, 9)",G371,G381,G377
G373,10n27,-11,0,"(0, 9, 2, 1, 7, 5, 4, 8, 6, 3)","(5, 4, 7, 6, 3, 2, 0, 1, 9, 8)",G376,G375,G379
G374,10n27,-11,0,"(0, 1, 8, 6, 9, 7, 5, 3, 2, 4)","(5, 9, 4, 0, 3, 2, 1, 8, 6, 7)",?,?,G370
G375,10n27,-11,0,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(8, 2, 1, 4, 3, 0, 7, 6, 9, 5)",G379,G373,G376
G376,10n27,-11,0,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(4, 2, 1, 5, 3, 0, 7, 6, 9, 8)",G373,G379,G375
G377,10n27,-11,0,"(0, 9, 4, 6, 3, 2, 8, 1, 7, 5)","(8, 6, 7, 1, 0, 5, 4, 3, 2, 9)",G381,G371,G372
G378,10n27,-11,0,"(0, 7, 3, 2, 1, 6, 5, 4, 9, 8)","(6, 5, 9, 4, 3, 2, 0, 8, 7, 1)",G382,G380,G369
G379,10n27,-11,0,"(0, 7, 4, 3, 6, 2, 5, 9, 8, 1)","(3, 2, 9, 8, 1, 0, 7, 6, 4, 5)",G375,G376,G373
G380,10n27,-11,0,"(0, 8, 9, 5, 4, 3, 2, 7, 6, 1)","(4, 2, 7, 1, 8, 6, 5, 3, 0, 9)",G369,G378,G382
G381,10n27,-11,0,"(0, 8, 7, 9, 3, 2, 1, 6, 5, 4)","(7, 6, 1, 5, 8, 4, 3, 2, 0, 9)",G377,G372,G371
G382,10n27,-11,0,"(0, 8, 3, 2, 9, 7, 6, 4, 1, 5)","(4, 2, 1, 6, 5, 0, 9, 8, 7, 3)",G378,G369,G380
G383,10n27,-11,2,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(8, 3, 2, 5, 4, 1, 7, 6, 0, 9)",--,--,G384
G384,10n27,-11,2,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 9, 8, 2, 1, 0, 7, 4, 3)",--,--,G383
G385,10n27,-11,2,"(0, 8, 7, 6, 9, 2, 1, 5, 4, 3)","(7, 6, 5, 1, 4, 8, 3, 2, 0, 9)",--,--,G386
G386,10n27,-11,2,"(0, 9, 7, 6, 1, 5, 8, 4, 3, 2)","(6, 5, 4, 8, 7, 0, 3, 2, 1, 9)",--,--,G385
G387,10n27,-11,2,"(0, 8, 6, 7, 4, 3, 5, 2, 1, 9)","(4, 3, 2, 5, 9, 6, 1, 0, 8, 7)",--,--,?
G388,10n27,-11,2,"(0, 5, 4, 8, 3, 2, 1, 9, 7, 6)","(7, 3, 9, 2, 1, 0, 6, 5, 4, 8)",--,--,G390
G389,10n27,-11,2,"(0, 2, 7, 9, 8, 6, 5, 3, 4, 1)","(6, 8, 1, 5, 4, 3, 2, 7, 0, 9)",--,--,G391
G390,10n27,-11,2,"(0, 6, 5, 4, 7, 3, 9, 8, 2, 1)","(5, 4, 3, 8, 2, 1, 6, 0, 9, 7)",--,--,G388
G391,10n27,-11,2,"(0, 9, 8, 2, 5, 7, 4, 3, 6, 1)","(7, 5, 4, 6, 1, 3, 2, 9, 0, 8)",--,--,G389
G392,m10n27,1,0,"(0, 1, 4, 2, 3, 6, 7, 5, 9, 8)","(3, 6, 9, 5, 7, 8, 4, 0, 1, 2)",G399,G408,G413
G393,m10n27,1,0,"(0, 1, 7, 8, 3, 2, 4, 5, 6, 9)","(4, 8, 9, 2, 0, 5, 6, 7, 1, 3)",?,G412,G403
G394,m10n27,1,0,"(0, 3, 7, 8, 4, 5, 6, 1, 2, 9)","(8, 9, 1, 2, 0, 3, 4, 5, 7, 6)",G415,G404,?
G395,m10n27,1,0,"(0, 1, 3, 9, 2, 4, 6, 8, 5, 7)","(3, 4, 8, 6, 5, 7, 0, 1, 9, 2)",?,?,?
G396,m10n27,1,0,"(0, 7, 8, 1, 9, 2, 5, 3, 6, 4)","(5, 3, 4, 6, 7, 8, 1, 0, 2, 9)",?,?,?
G397,m10n27,1,0,"(0, 3, 4, 1, 2, 8, 9, 5, 6, 7)","(6, 8, 9, 7, 0, 1, 3, 2, 4, 5)",?,G409,G398
G398,m10n27,1,0,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 3, 4, 7, 0, 1, 2, 8, 9, 5)",G409,?,G397
G399,m10n27,1,0,"(0, 3, 9, 1, 2, 8, 4, 5, 6, 7)","(5, 8, 6, 7, 0, 1, 9, 3, 2, 4)",G392,G413,G408
G400,m10n27,1,0,"(0, 4, 5, 1, 2, 3, 7, 6, 8, 9)","(8, 9, 3, 4, 6, 0, 5, 1, 2, 7)",G401,G405,G406
G401,m10n27,1,0,"(0, 5, 6, 7, 1, 2, 4, 8, 3, 9)","(6, 7, 8, 2, 3, 9, 0, 1, 5, 4)",G400,G406,G405
G402,m10n27,1,0,"(0, 1, 3, 2, 5, 6, 4, 9, 7, 8)","(3, 4, 9, 6, 7, 0, 8, 5, 1, 2)",G407,G414,G411
G403,m10n27,1,0,"(0, 5, 3, 6, 7, 1, 2, 4, 8, 9)","(3, 2, 7, 8, 4, 5, 6, 9, 0, 1)",G412,?,G393
G404,m10n27,1,0,"(0, 1, 7, 8, 2, 5, 6, 3, 4, 9)","(2, 5, 3, 4, 6, 7, 9, 8, 0, 1)",?,G394,G415
G405,m10n27,1,0,"(0, 9, 3, 4, 5, 1, 2, 6, 7, 8)","(5, 1, 6, 0, 2, 3, 7, 8, 9, 4)",G406,G400,G401
G406,m10n27,1,0,"(0, 2, 3, 7, 8, 9, 4, 5, 1, 6)","(4, 5, 1, 2, 6, 7, 8, 0, 9, 3)",G405,G401,G400
G407,m10n27,1,0,"(0, 7, 8, 1, 9, 6, 2, 3, 4, 5)","(4, 3, 6, 7, 5, 0, 8, 9, 1, 2)",G402,G411,G414
G408,m10n27,1,0,"(0, 9, 3, 1, 2, 5, 6, 4, 7, 8)","(6, 7, 8, 4, 0, 1, 3, 9, 2, 5)",G413,G392,G399
G409,m10n27,1,0,"(0, 1, 4, 7, 8, 9, 5, 6, 2, 3)","(5, 6, 8, 9, 0, 2, 1, 3, 4, 7)",G398,G397,?
G410,m10n27,1,0,"(0, 1, 2, 5, 3, 7, 8, 4, 9, 6)","(4, 8, 9, 1, 0, 2, 6, 7, 5, 3)",?,?,?
G411,m10n27,1,0,"(0, 1, 7, 4, 2, 5, 6, 3, 8, 9)","(4, 5, 3, 8, 6, 7, 0, 9, 1, 2)",G414,G407,G402
G412,m10n27,1,0,"(0, 6, 7, 8, 1, 2, 3, 5, 4, 9)","(8, 9, 3, 4, 6, 0, 1, 2, 7, 5)",G403,G393,?
G413,m10n27,1,0,"(0, 1, 2, 8, 4, 5, 7, 3, 6, 9)","(4, 3, 7, 5, 6, 9, 0, 8, 1, 2)",G408,G399,G392
G414,m10n27,1,0,"(0, 8, 3, 1, 4, 2, 5, 6, 9, 7)","(6, 2, 9, 7, 8, 0, 1, 3, 5, 4)",G411,G402,G407
G415,m10n27,1,0,"(0, 1, 3, 2, 4, 5, 7, 8, 6, 9)","(2, 7, 8, 5, 6, 9, 3, 4, 0, 1)",G394,?,G404
G416,10n28,-2,-1,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 3, 9, 0, 4, 6, 7, 5)",--,--,G419
G417,10n28,-2,-1,"(0, 8, 3, 4, 6, 5, 7, 9, 1, 2)","(5, 1, 9, 2, 3, 8, 0, 4, 6, 7)",--,--,?
G418,10n28,-2,-1,"(0, 7, 8, 9, 2, 3, 5, 6, 4, 1)","(3, 1, 6, 7, 4, 8, 0, 2, 9, 5)",--,--,G426
G419,10n28,-2,-1,"(0, 7, 5, 6, 8, 2, 3, 9, 4, 1)","(2, 1, 9, 0, 3, 4, 5, 7, 8, 6)",--,--,G416
G420,10n28,-2,-1,"(0, 5, 1, 8, 2, 3, 4, 7, 9, 6)","(7, 9, 6, 3, 4, 5, 0, 1, 2, 8)",--,--,G435
G421,10n28,-2,-1,"(0, 6, 8, 1, 5, 4, 2, 3, 7, 9)","(4, 2, 3, 7, 8, 6, 5, 9, 0, 1)",--,--,G423
G422,10n28,-2,-1,"(0, 1, 4, 6, 5, 7, 3, 8, 9, 2)","(3, 5, 9, 2, 0, 1, 6, 4, 7, 8)",--,--,?
G423,10n28,-2,-1,"(0, 1, 9, 2, 3, 5, 8, 7, 4, 6)","(4, 7, 3, 5, 6, 0, 1, 9, 8, 2)",--,--,G421
G424,10n28,-2,-1,"(0, 2, 1, 9, 7, 8, 3, 4, 5, 6)","(5, 8, 4, 2, 0, 6, 7, 9, 1, 3)",--,--,G425
G425,10n28,-2,-1,"(0, 5, 6, 7, 8, 3, 4, 2, 9, 1)","(2, 8, 1, 9, 4, 5, 0, 6, 3, 7)",--,--,G424
G426,10n28,-2,-1,"(0, 1, 3, 7, 4, 5, 9, 8, 6, 2)","(5, 6, 8, 0, 2, 3, 4, 1, 9, 7)",--,--,G418
G427,10n28,-2,-1,"(0, 7, 5, 3, 4, 6, 8, 9, 1, 2)","(4, 1, 8, 7, 2, 9, 0, 3, 5, 6)",--,--,G428
G428,10n28,-2,-1,"(0, 1, 9, 2, 5, 8, 6, 7, 3, 4)","(2, 6, 3, 7, 0, 1, 9, 4, 5, 8)",--,--,G427
G429,10n28,-2,-1,"(0, 1, 2, 7, 8, 9, 5, 6, 4, 3)","(4, 9, 0, 1, 3, 6, 7, 2, 8, 5)",--,--,?
G430,10n28,-2,-1,"(0, 8, 9, 2, 3, 5, 4, 6, 1, 7)","(6, 1, 3, 4, 7, 0, 8, 9, 5, 2)",--,--,?
G431,10n28,-2,-1,"(0, 1, 3, 4, 2, 9, 5, 7, 6, 8)","(2, 5, 7, 8, 6, 3, 0, 4, 9, 1)",--,--,?
G432,10n28,-2,-1,"(0, 6, 7, 8, 3, 4, 5, 2, 1, 9)","(8, 9, 1, 4, 5, 6, 0, 7, 3, 2)",--,--,?
G433,10n28,-2,-1,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 3, 4, 5, 7, 0, 2, 9, 1, 8)",--,--,G434
G434,10n28,-2,-1,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 4, 7, 5, 0, 1, 2, 9, 3, 8)",--,--,G433
G435,10n28,-2,-1,"(0, 1, 2, 9, 6, 8, 7, 3, 4, 5)","(2, 3, 7, 4, 0, 5, 9, 6, 8, 1)",--,--,G420
G436,10n28,-2,1,"(0, 3, 1, 2, 7, 5, 8, 9, 4, 6)","(5, 7, 6, 8, 4, 9, 0, 3, 1, 2)",--,--,?
G437,10n28,-2,1,"(0, 4, 5, 3, 1, 2, 8, 6, 9, 7)","(6, 8, 2, 9, 7, 0, 1, 4, 5, 3)",--,--,G443
G438,10n28,-2,1,"(0, 7, 1, 4, 5, 3, 8, 9, 2, 6)","(5, 3, 6, 9, 2, 0, 1, 7, 8, 4)",--,--,G453
G439,10n28,-2,1,"(0, 8, 9, 2, 6, 3, 4, 7, 5, 1)","(6, 4, 5, 7, 8, 1, 2, 3, 0, 9)",--,--,?
G440,10n28,-2,1,"(0, 9, 3, 4, 8, 5, 6, 7, 1, 2)","(8, 4, 7, 1, 2, 0, 3, 5, 6, 9)",--,--,G447
G441,10n28,-2,1,"(0, 1, 2, 6, 3, 9, 8, 4, 5, 7)","(4, 9, 0, 1, 8, 7, 5, 6, 2, 3)",--,--,?
G442,10n28,-2,1,"(0, 2, 3, 4, 6, 7, 5, 1, 9, 8)","(7, 4, 5, 9, 1, 2, 0, 8, 6, 3)",--,--,G450
G443,10n28,-2,1,"(0, 7, 6, 8, 9, 3, 4, 5, 1, 2)","(6, 4, 1, 5, 7, 8, 0, 2, 3, 9)",--,--,G437
G444,10n28,-2,1,"(0, 5, 7, 8, 1, 4, 2, 3, 9, 6)","(4, 2, 3, 6, 7, 9, 8, 0, 5, 1)",--,--,?
G445,10n28,-2,1,"(0, 1, 2, 5, 3, 9, 4, 6, 8, 7)","(4, 9, 0, 1, 8, 6, 7, 2, 5, 3)",--,--,?
G446,10n28,-2,1,"(0, 7, 4, 8, 3, 5, 6, 9, 1, 2)","(6, 3, 9, 1, 0, 2, 4, 5, 7, 8)",--,--,?
G447,10n28,-2,1,"(0, 8, 9, 3, 6, 2, 1, 4, 5, 7)","(5, 2, 6, 7, 1, 0, 8, 9, 3, 4)",--,--,G440
G448,10n28,-2,1,"(0, 4, 6, 7, 9, 5, 8, 2, 3, 1)","(6, 7, 8, 2, 3, 1, 4, 5, 0, 9)",--,--,?
G449,10n28,-2,1,"(0, 8, 1, 9, 4, 5, 6, 3, 7, 2)","(4, 3, 6, 5, 7, 8, 2, 0, 1, 9)",--,--,G452
G450,10n28,-2,1,"(0, 7, 5, 6, 8, 2, 3, 9, 4, 1)","(6, 2, 9, 1, 3, 4, 5, 7, 0, 8)",--,--,G442
G451,10n28,-2,1,"(0, 8, 4, 2, 5, 6, 1, 3, 7, 9)","(5, 3, 1, 6, 7, 9, 8, 0, 2, 4)",--,--,?
G452,10n28,-2,1,"(0, 1, 3, 6, 8, 5, 7, 4, 2, 9)","(8, 7, 9, 0, 4, 2, 3, 1, 6, 5)",--,--,G449
G453,10n28,-2,1,"(0, 1, 4, 6, 2, 9, 7, 8, 3, 5)","(2, 7, 9, 0, 8, 5, 3, 4, 6, 1)",--,--,G438
G454,10n28,-2,1,"(0, 3, 4, 9, 5, 2, 1, 6, 7, 8)","(5, 6, 2, 3, 1, 0, 7, 8, 9, 4)",--,--,?
G455,10n28,-2,1,"(0, 1, 3, 5, 7, 2, 8, 6, 4, 9)","(2, 7, 8, 9, 4, 6, 5, 3, 0, 1)",--,--,?
G456,m10n28,-8,-1,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(3, 2, 7, 8, 1, 5, 0, 9, 6, 4)",--,--,G460
G457,m10n28,-8,-1,"(0, 4, 3, 2, 9, 6, 5, 7, 8, 1)","(2, 1, 8, 5, 4, 0, 9, 3, 6, 7)",--,--,?
G458,m10n28,-8,-1,"(0, 3, 4, 6, 5, 9, 8, 7, 2, 1)","(2, 5, 8, 1, 7, 6, 3, 0, 9, 4)",--,--,?
G459,m10n28,-8,-1,"(0, 2, 3, 6, 5, 4, 9, 8, 7, 1)","(4, 8, 1, 2, 7, 6, 5, 3, 0, 9)",--,--,G461
G460,m10n28,-8,-1,"(0, 7, 6, 1, 5, 8, 9, 4, 3, 2)","(5, 3, 8, 7, 9, 0, 2, 1, 6, 4)",--,--,G456
G461,m10n28,-8,-1,"(0, 9, 6, 4, 3, 2, 7, 8, 1, 5)","(8, 2, 1, 0, 5, 4, 3, 6, 7, 9)",--,--,G459
G462,m10n28,-8,1,"(0, 7, 6, 1, 5, 8, 9, 4, 3, 2)","(5, 4, 8, 7, 9, 0, 3, 2, 1, 6)",--,--,?
G463,m10n28,-8,1,"(0, 1, 5, 8, 4, 3, 2, 9, 7, 6)","(7, 9, 0, 3, 2, 1, 6, 5, 4, 8)",--,--,?
G464,m10n28,-8,1,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 8, 2, 5, 6, 1, 0, 9, 7)",--,--,?
G465,m10n28,-8,1,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 7, 8, 2, 5, 1, 0, 9, 6)",--,--,?
