Grid ID,Topological Type,tb,r,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror,Parents
T464,10n32,-5,4,--,--,T464,{'S365'}
T465,m10n32,-9,-2,--,--,T465,"{'S366', 'S368'}"
T466,m10n32,-9,-2,--,--,T466,"{'S367', 'S369'}"
T467,m10n32,-9,-4,--,--,T467,{'S368'}
T468,m10n32,-9,-4,--,--,T468,{'S369'}
T469,m10n32,-9,0,?,?,T469,"{'S367', 'S370'}"
T470,m10n32,-9,0,?,?,T470,{'S371'}
T471,m10n32,-9,0,?,?,T471,"{'S366', 'S372'}"
T472,m10n32,-9,2,--,--,T472,{'S370'}
T473,m10n32,-9,2,--,--,T473,"{'S373', 'S372'}"
T474,m10n32,-9,2,--,--,T474,"{'S374', 'S371'}"
T475,m10n32,-9,4,--,--,T475,{'S373'}
T476,m10n32,-9,4,--,--,T476,{'S374'}
T477,m10n33,-10,-1,--,--,T477,{'S387'}
T478,m10n33,-10,-1,--,--,T478,"{'S386', 'S384'}"
T479,m10n33,-10,-1,--,--,T479,"{'S388', 'S385'}"
T480,m10n33,-10,-3,--,--,T480,{'S384'}
T481,m10n33,-10,-3,--,--,T481,{'S385'}
T482,m10n33,-10,1,--,--,T482,"{'S387', 'S390'}"
T483,m10n33,-10,1,--,--,T483,{'S388'}
T484,m10n33,-10,1,--,--,T484,"{'S386', 'S389'}"
T485,m10n33,-10,3,--,--,T485,{'S390'}
T486,m10n33,-10,3,--,--,T486,{'S389'}
T487,10n33,-4,-1,--,--,T487,"{'S377', 'S375', 'S376', 'S380', 'S379', 'S378'}"
T488,10n33,-4,-3,--,--,T489,{'S375'}
T489,10n33,-4,-3,--,--,T488,{'S379'}
T490,10n33,-4,-3,--,--,T492,{'S378'}
T491,10n33,-4,-3,--,--,T491,{'S376'}
T492,10n33,-4,-3,--,--,T490,{'S377'}
T493,10n33,-4,1,--,--,T493,"{'S382', 'S381', 'S383', 'S380'}"
T494,10n33,-4,3,--,--,T494,{'S383'}
T495,10n33,-4,3,--,--,T496,{'S382'}
T496,10n33,-4,3,--,--,T495,{'S381'}
T497,m10n34,-15,-2,--,--,T497,"{'S392', 'S391'}"
T498,m10n34,-15,-4,--,--,T498,"{'S392', 'S393'}"
T499,m10n34,-15,-6,--,--,T499,{'S393'}
T500,m10n34,-15,0,T500,T500,T500,"{'S391', 'S394'}"
T501,m10n34,-15,2,--,--,T501,"{'S395', 'S394'}"
T502,m10n34,-15,4,--,--,T502,"{'S395', 'S396'}"
T503,m10n34,-15,6,--,--,T503,{'S396'}
T504,10n34,1,-2,--,--,?,{'S399'}
T505,10n34,1,-2,--,--,T505,{'S398'}
T506,10n34,1,-2,--,--,T506,{'S397'}
T507,10n34,1,0,?,?,T507,"{'S398', 'S400'}"
T508,10n34,1,0,?,?,T508,"{'S397', 'S401'}"
T509,10n34,1,0,?,?,?,"{'S399', 'S402'}"
T510,10n34,1,2,--,--,T510,{'S401'}
T511,10n34,1,2,--,--,T511,{'S400'}
T512,10n34,1,2,--,--,?,{'S402'}
T513,10n35,-7,-2,--,--,?,{'S403'}
T514,10n35,-7,-2,--,--,?,{'S405'}
T515,10n35,-7,-2,--,--,?,{'S404'}
T516,m10n35,-7,-2,--,--,T516,"{'S407', 'S406', 'S408'}"
T517,m10n35,-7,-4,--,--,T518,{'S408'}
T518,m10n35,-7,-4,--,--,T517,{'S407'}
T519,10n35,-7,0,?,?,?,"{'S405', 'S411'}"
T520,m10n35,-7,0,?,?,T520,"{'S409', 'S406'}"
T521,10n35,-7,0,?,?,?,"{'S403', 'S412'}"
T522,10n35,-7,0,?,?,?,"{'S404', 'S410'}"
T523,10n35,-7,2,--,--,?,{'S410'}
T524,10n35,-7,2,--,--,?,{'S412'}
T525,10n35,-7,2,--,--,?,{'S411'}
T526,m10n35,-7,2,--,--,T526,"{'S409', 'S414', 'S413'}"
T527,m10n35,-7,4,--,--,T528,{'S414'}
T528,m10n35,-7,4,--,--,T527,{'S413'}
T529,10n36,-12,-1,--,--,T529,"{'S427', 'S429'}"
T530,10n36,-12,-3,--,--,T530,"{'S428', 'S427'}"
T531,10n36,-12,-5,--,--,T531,{'S428'}
T532,10n36,-12,1,--,--,T532,"{'S430', 'S429'}"
T533,10n36,-12,3,--,--,T533,"{'S431', 'S430'}"
T534,10n36,-12,5,--,--,T534,{'S431'}
T535,m10n36,-2,-1,--,--,T535,"{'S419', 'S418'}"
T536,m10n36,-2,-1,--,--,T538,"{'S416', 'S422'}"
T537,m10n36,-2,-1,--,--,T537,"{'S415', 'S420'}"
T538,m10n36,-2,-1,--,--,T536,"{'S421', 'S417'}"
T539,m10n36,-2,-3,--,--,T540,{'S417'}
T540,m10n36,-2,-3,--,--,T539,{'S416'}
T541,m10n36,-2,-3,--,--,T541,{'S415'}
T542,m10n36,-2,-3,--,--,T542,{'S418'}
T543,m10n36,-2,1,--,--,T543,"{'S419', 'S425'}"
T544,m10n36,-2,1,--,--,T544,"{'S420', 'S424'}"
T545,m10n36,-2,1,--,--,T546,"{'S426', 'S422'}"
T546,m10n36,-2,1,--,--,T545,"{'S423', 'S421'}"
T547,m10n36,-2,3,--,--,T547,{'S424'}
T548,m10n36,-2,3,--,--,T550,{'S423'}
T549,m10n36,-2,3,--,--,T549,{'S425'}
T550,m10n36,-2,3,--,--,T548,{'S426'}
T551,m10n39,-11,-2,--,--,T551,"{'S432', 'S434', 'S433'}"
T552,m10n39,-11,-4,--,--,T553,{'S434'}
T553,m10n39,-11,-4,--,--,T552,{'S433'}
T554,m10n39,-11,0,T554,T554,T554,"{'S435', 'S432'}"
T555,m10n39,-11,2,--,--,T555,"{'S435', 'S436', 'S437'}"
T556,m10n39,-11,4,--,--,T557,{'S437'}
T557,m10n39,-11,4,--,--,T556,{'S436'}
T558,10n39,-3,-2,--,--,T558,{'S438'}
T559,10n39,-3,0,T559,T559,T559,"{'S438', 'S439'}"
T560,10n39,-3,2,--,--,T560,{'S439'}
T561,10n40,-10,-1,--,--,T562,"{'S451', 'S454'}"
T562,10n40,-10,-1,--,--,T561,"{'S452', 'S453'}"
T563,10n40,-10,-1,--,--,T561,"{'S450', 'S456'}"
T564,10n40,-10,-3,--,--,T565,{'S452'}
T565,10n40,-10,-3,--,--,T564,{'S451'}
T566,10n40,-10,-3,--,--,?,{'S450'}
T567,10n40,-10,1,--,--,T569,"{'S457', 'S456'}"
T568,10n40,-10,1,--,--,T567,{'S458'}
T569,10n40,-10,1,--,--,T567,{'S454'}
T570,10n40,-10,1,--,--,?,{'S453'}
T571,10n40,-10,3,--,--,T572,{'S457'}
T572,10n40,-10,3,--,--,T571,{'S458'}
T573,m10n40,-4,-1,--,--,T574,"{'S444', 'S441'}"
T574,m10n40,-4,-1,--,--,T574,"{'S445', 'S443', 'S440'}"
T575,m10n40,-4,-3,--,--,T576,{'S441'}
T576,m10n40,-4,-3,--,--,T577,{'S440'}
T577,m10n40,-4,-3,--,--,T576,{'S443'}
T578,m10n40,-4,1,--,--,T579,"{'S446', 'S448', 'S445'}"
T579,m10n40,-4,1,--,--,T578,"{'S447', 'S444', 'S449'}"
T580,m10n40,-4,3,--,--,T582,{'S447'}
T581,m10n40,-4,3,--,--,T583,{'S449'}
T582,m10n40,-4,3,--,--,T580,{'S448'}
T583,m10n40,-4,3,--,--,T581,{'S446'}
T584,10n41,-6,-1,--,--,T584,"{'S460', 'S459'}"
T585,10n41,-6,-3,--,--,T585,{'S459'}
T586,10n41,-6,1,--,--,T586,"{'S461', 'S460'}"
T587,10n41,-6,3,--,--,T587,{'S461'}
T588,m10n41,-8,-1,--,--,T589,"{'S468', 'S463', 'S466'}"
T589,m10n41,-8,-1,--,--,T589,"{'S465', 'S462', 'S467'}"
T590,m10n41,-8,-3,--,--,T590,{'S466'}
T591,m10n41,-8,-3,--,--,T593,{'S462'}
T592,m10n41,-8,-3,--,--,T591,{'S463'}
T593,m10n41,-8,-3,--,--,T591,{'S465'}
T594,m10n41,-8,1,--,--,T594,"{'S468', 'S472', 'S470', 'S469'}"
T595,m10n41,-8,1,--,--,T595,"{'S471', 'S473', 'S467'}"
T596,m10n41,-8,3,--,--,T598,{'S471'}
T597,m10n41,-8,3,--,--,T597,{'S470'}
T598,m10n41,-8,3,--,--,T596,{'S473'}
T599,m10n41,-8,3,--,--,T600,{'S472'}
T600,m10n41,-8,3,--,--,T599,{'S469'}
T601,10n42,-1,-2,--,--,T605,{'S485'}
T602,10n42,-1,-2,--,--,T607,{'S487'}
T603,10n42,-1,-2,--,--,T606,{'S490'}
T604,10n42,-1,-2,--,--,T604,{'S484'}
T605,10n42,-1,-2,--,--,T601,{'S488'}
T606,10n42,-1,-2,--,--,T603,{'S486'}
T607,10n42,-1,-2,--,--,T602,{'S489'}
T608,10n42,-1,0,?,?,T608,"{'S484', 'S490', 'S496', 'S493', 'S486', 'S494'}"
T609,10n42,-1,0,?,?,T609,"{'S491', 'S489', 'S495', 'S487'}"
T610,10n42,-1,0,?,?,T610,"{'S488', 'S485', 'S497', 'S492'}"
T611,10n42,-1,2,--,--,T614,{'S493'}
T612,10n42,-1,2,--,--,T617,{'S497'}
T613,10n42,-1,2,--,--,T616,{'S491'}
T614,10n42,-1,2,--,--,T611,{'S494'}
T615,10n42,-1,2,--,--,T615,{'S496'}
T616,10n42,-1,2,--,--,T613,{'S495'}
T617,10n42,-1,2,--,--,T612,{'S492'}
T618,m10n42,-13,-2,--,--,T619,"{'S476', 'S477'}"
T619,m10n42,-13,-2,--,--,T618,"{'S478', 'S474'}"
T620,m10n42,-13,-2,--,--,T620,{'S475'}
T621,m10n42,-13,-4,--,--,T622,{'S477'}
T622,m10n42,-13,-4,--,--,T621,{'S478'}
T623,m10n42,-13,0,?,?,T623,"{'S479', 'S475'}"
T624,m10n42,-13,0,?,?,T625,"{'S476', 'S480'}"
T625,m10n42,-13,0,?,?,T624,"{'S481', 'S474'}"
T626,m10n42,-13,2,--,--,T627,"{'S481', 'S482'}"
T627,m10n42,-13,2,--,--,T626,"{'S483', 'S480'}"
T628,m10n42,-13,2,--,--,T628,{'S479'}
T629,m10n42,-13,4,--,--,T630,{'S483'}
T630,m10n42,-13,4,--,--,T629,{'S482'}
T631,11n107,-12,-1,--,--,T631,{'S506'}
T632,11n107,-12,-1,--,--,T632,"{'S504', 'S505'}"
T633,11n107,-12,-3,--,--,T633,{'S504'}
T634,11n107,-12,1,--,--,T634,"{'S506', 'S507'}"
T635,11n107,-12,1,--,--,T635,{'S505'}
T636,11n107,-12,3,--,--,T636,{'S507'}
T637,m11n107,-2,-1,--,--,T637,"{'S501', 'S498'}"
T638,m11n107,-2,-1,--,--,T638,"{'S500', 'S499'}"
T639,m11n107,-2,-3,--,--,T639,{'S499'}
T640,m11n107,-2,-3,--,--,T640,{'S498'}
T641,m11n107,-2,1,--,--,T641,"{'S501', 'S502'}"
T642,m11n107,-2,1,--,--,T642,"{'S500', 'S503'}"
T643,m11n107,-2,3,--,--,T643,{'S503'}
T644,m11n107,-2,3,--,--,T644,{'S502'}
T645,11n106,-6,-1,--,--,T645,"{'S513', 'S508', 'S511'}"
T646,11n106,-6,-1,--,--,T646,"{'S510', 'S512', 'S509'}"
T647,11n106,-6,-3,--,--,?,{'S509'}
T648,11n106,-6,-3,--,--,T648,{'S510'}
T649,11n106,-6,-3,--,--,?,{'S508'}
T650,11n106,-6,-3,--,--,T650,{'S511'}
T651,11n106,-6,1,--,--,T651,"{'S517', 'S512', 'S518'}"
T652,11n106,-6,1,--,--,T652,"{'S516', 'S515', 'S513', 'S514'}"
T653,11n106,-6,3,--,--,T653,{'S518'}
T654,11n106,-6,3,--,--,T656,{'S516'}
T655,11n106,-6,3,--,--,?,{'S517'}
T656,11n106,-6,3,--,--,T654,{'S514'}
T657,11n106,-6,3,--,--,T657,{'S515'}
T658,m11n106,-8,-1,--,--,T658,{'S525'}
T659,m11n106,-8,-1,--,--,?,"{'S523', 'S519'}"
T660,m11n106,-8,-1,--,--,?,"{'S522', 'S521'}"
T661,m11n106,-8,-1,--,--,?,"{'S524', 'S520'}"
T662,m11n106,-8,-3,--,--,?,{'S520'}
T663,m11n106,-8,-3,--,--,?,{'S519'}
T664,m11n106,-8,-3,--,--,?,{'S521'}
T665,m11n106,-8,1,--,--,T665,"{'S527', 'S525'}"
T666,m11n106,-8,1,--,--,?,{'S523'}
T667,m11n106,-8,1,--,--,?,"{'S528', 'S529', 'S524'}"
T668,m11n106,-8,1,--,--,?,{'S522'}
T670,m11n106,-8,3,--,--,?,{'S528'}
T671,m11n106,-8,3,--,--,T671,{'S527'}
T672,m11n106,-8,3,--,--,?,{'S529'}
T673,m11n50,-10,-1,--,--,T676,"{'S543', 'S545', 'S540'}"
T675,m11n50,-10,-1,--,--,?,"{'S539', 'S547'}"
T676,m11n50,-10,-1,--,--,T673,{'S541'}
T677,m11n50,-10,-1,--,--,T678,{'S538'}
T678,m11n50,-10,-1,--,--,T677,{'S542'}
T679,m11n50,-10,-3,--,--,T684,{'S543'}
T680,m11n50,-10,-3,--,--,T682,{'S542'}
T681,m11n50,-10,-3,--,--,T683,{'S540'}
T682,m11n50,-10,-3,--,--,T680,{'S538'}
T683,m11n50,-10,-3,--,--,T681,{'S539'}
T684,m11n50,-10,-3,--,--,T679,{'S541'}
T685,m11n50,-10,1,--,--,T688,{'S553'}
T686,m11n50,-10,1,--,--,T689,"{'S552', 'S547'}"
T687,m11n50,-10,1,--,--,T688,{'S550'}
T688,m11n50,-10,1,--,--,T687,"{'S551', 'S548'}"
T689,m11n50,-10,1,--,--,T686,"{'S549', 'S545'}"
T690,m11n50,-10,3,--,--,T693,{'S549'}
T691,m11n50,-10,3,--,--,T694,{'S551'}
T692,m11n50,-10,3,--,--,T695,{'S550'}
T693,m11n50,-10,3,--,--,T690,{'S552'}
T694,m11n50,-10,3,--,--,T691,{'S553'}
T695,m11n50,-10,3,--,--,T692,{'S548'}
T696,11n50,-4,-1,--,--,?,{'S532'}
T697,11n50,-4,-1,--,--,T699,"{'S530', 'S534'}"
T698,11n50,-4,-1,--,--,?,{'S535'}
T699,11n50,-4,-1,--,--,T697,"{'S533', 'S531'}"
T700,11n50,-4,-3,--,--,T701,{'S530'}
T701,11n50,-4,-3,--,--,T700,{'S531'}
T702,11n50,-4,1,--,--,?,"{'S537', 'S535'}"
T703,11n50,-4,1,--,--,T705,{'S533'}
T704,11n50,-4,1,--,--,?,"{'S536', 'S532'}"
T705,11n50,-4,1,--,--,T703,{'S534'}
T706,11n50,-4,3,--,--,?,{'S537'}
T707,11n50,-4,3,--,--,?,{'S536'}
T708,11n84,-1,-2,--,--,T708,{'S565'}
T709,11n84,-1,-2,--,--,T709,{'S564'}
T710,11n84,-1,0,?,?,T710,"{'S567', 'S564'}"
T711,11n84,-1,0,?,?,T711,"{'S566', 'S565'}"
T712,11n84,-1,2,--,--,T712,{'S566'}
T713,11n84,-1,2,--,--,T713,{'S567'}
T714,m11n84,-13,-2,--,--,T714,"{'S554', 'S558', 'S555', 'S556', 'S557'}"
T715,m11n84,-13,-4,--,--,T715,{'S558'}
T716,m11n84,-13,-4,--,--,T718,{'S555'}
T717,m11n84,-13,-4,--,--,T717,{'S556'}
T718,m11n84,-13,-4,--,--,T716,{'S557'}
T719,m11n84,-13,0,T719,T719,T719,"{'S559', 'S554'}"
T720,m11n84,-13,2,--,--,T720,"{'S561', 'S559', 'S562', 'S560', 'S563'}"
T721,m11n84,-13,4,--,--,T721,{'S560'}
T722,m11n84,-13,4,--,--,T723,{'S563'}
T723,m11n84,-13,4,--,--,T722,{'S561'}
T724,m11n84,-13,4,--,--,T724,{'S562'}
T725,11n81,-15,-2,--,--,T725,{'S568'}
T726,11n81,-15,0,T726,T726,T726,"{'S569', 'S568'}"
T727,11n81,-15,2,--,--,T727,{'S569'}
T728,m11n81,1,-2,--,--,T728,{'S570'}
T729,m11n81,1,0,T729,T729,T729,"{'S571', 'S570'}"
T730,m11n81,1,2,--,--,T730,{'S571'}
T731,11n48,-5,-2,--,--,T731,{'S572'}
T732,11n48,-5,-2,--,--,T732,{'S573'}
T733,11n48,-5,0,?,?,T733,"{'S573', 'S575'}"
T734,11n48,-5,0,?,?,T734,"{'S574', 'S572'}"
T735,11n48,-5,2,--,--,T735,{'S575'}
T736,11n48,-5,2,--,--,T736,{'S574'}
T737,m11n48,-9,-2,--,--,T737,"{'S578', 'S576', 'S577', 'S579'}"
T738,m11n48,-9,-4,--,--,T739,{'S578'}
T739,m11n48,-9,-4,--,--,T738,{'S579'}
T740,m11n48,-9,-4,--,--,T740,{'S577'}
T741,m11n48,-9,0,T741,T741,T741,"{'S580', 'S576'}"
T742,m11n48,-9,2,--,--,T742,"{'S582', 'S580', 'S583', 'S581'}"
T743,m11n48,-9,4,--,--,T743,{'S582'}
T744,m11n48,-9,4,--,--,T745,{'S581'}
T745,m11n48,-9,4,--,--,T744,{'S583'}
T746,11n20,-5,-2,--,--,T747,{'S585'}
T747,11n20,-5,-2,--,--,T746,{'S584'}
T748,11n20,-5,0,T748,T748,T748,"{'S587', 'S586', 'S584', 'S585'}"
T749,11n20,-5,2,--,--,T750,{'S587'}
T750,11n20,-5,2,--,--,T749,{'S586'}
T751,m11n20,-9,-2,--,--,T752,{'S588'}
T752,m11n20,-9,-2,--,--,T751,{'S589'}
T753,m11n20,-9,0,?,?,T754,"{'S590', 'S588'}"
T754,m11n20,-9,0,?,?,T753,"{'S589', 'S591'}"
T755,m11n20,-9,2,--,--,T756,{'S590'}
T756,m11n20,-9,2,--,--,T755,{'S591'}
T757,11n122,-1,-2,--,--,?,{'S604'}
T758,11n122,-1,-2,--,--,T759,{'S606'}
T759,11n122,-1,-2,--,--,T758,{'S605'}
T760,11n122,-1,-2,--,--,?,{'S607'}
T761,11n122,-1,0,?,?,T762,"{'S604', 'S611'}"
T762,11n122,-1,0,?,?,T761,"{'S609', 'S607'}"
T763,11n122,-1,0,?,?,T764,"{'S608', 'S605'}"
T764,11n122,-1,0,?,?,T763,"{'S606', 'S610'}"
T765,11n122,-1,2,--,--,T768,{'S611'}
T766,11n122,-1,2,--,--,T767,{'S608'}
T767,11n122,-1,2,--,--,?,{'S610'}
T768,11n122,-1,2,--,--,T765,{'S609'}
T769,m11n122,-13,-2,--,--,T770,"{'S596', 'S597', 'S593'}"
T770,m11n122,-13,-2,--,--,T769,"{'S592', 'S594', 'S595'}"
T771,m11n122,-13,-4,--,--,T772,{'S597'}
T772,m11n122,-13,-4,--,--,T771,{'S595'}
T773,m11n122,-13,-4,--,--,T774,{'S594'}
T774,m11n122,-13,-4,--,--,T773,{'S596'}
T775,m11n122,-13,0,?,?,T776,"{'S598', 'S592'}"
T776,m11n122,-13,0,?,?,T775,"{'S593', 'S599'}"
T777,m11n122,-13,2,--,--,T778,"{'S603', 'S599', 'S600'}"
T778,m11n122,-13,2,--,--,T777,"{'S598', 'S602', 'S601'}"
T779,m11n122,-13,4,--,--,T782,{'S602'}
T780,m11n122,-13,4,--,--,T781,{'S600'}
T781,m11n122,-13,4,--,--,T780,{'S601'}
T782,m11n122,-13,4,--,--,T779,{'S603'}
T783,m11n82,-6,-1,--,--,T783,"{'S615', 'S616', 'S612', 'S614', 'S613'}"
T784,m11n82,-6,-3,--,--,T784,{'S612'}
T785,m11n82,-6,-3,--,--,T787,{'S614'}
T786,m11n82,-6,-3,--,--,?,{'S613'}
T787,m11n82,-6,-3,--,--,T785,{'S615'}
T788,m11n82,-6,1,--,--,T788,"{'S617', 'S616', 'S618', 'S620', 'S619'}"
T789,m11n82,-6,3,--,--,T792,{'S618'}
T790,m11n82,-6,3,--,--,T790,{'S620'}
T791,m11n82,-6,3,--,--,?,{'S619'}
T792,m11n82,-6,3,--,--,T789,{'S617'}
T793,11n82,-8,-1,--,--,?,{'S623'}
T794,11n82,-8,-1,--,--,T794,"{'S622', 'S624'}"
T795,11n82,-8,-1,--,--,T795,"{'S621', 'S625'}"
T796,11n82,-8,-3,--,--,T796,{'S621'}
T797,11n82,-8,-3,--,--,T797,{'S622'}
T798,11n82,-8,1,--,--,T798,"{'S624', 'S627'}"
T799,11n82,-8,1,--,--,T799,{'S625'}
T800,11n82,-8,1,--,--,?,"{'S626', 'S623'}"
T801,11n82,-8,3,--,--,T801,{'S627'}
T802,11n82,-8,3,--,--,?,{'S626'}
T803,m11n132,-10,-1,--,--,T804,"{'S647', 'S652'}"
T804,m11n132,-10,-1,--,--,T803,"{'S642', 'S650'}"
T805,m11n132,-10,-1,--,--,T808,"{'S646', 'S645', 'S649'}"
T806,m11n132,-10,-1,--,--,T807,{'S648'}
T807,m11n132,-10,-1,--,--,T806,"{'S644', 'S653'}"
T808,m11n132,-10,-1,--,--,T805,"{'S651', 'S643'}"
T809,m11n132,-10,-3,--,--,T813,{'S643'}
T810,m11n132,-10,-3,--,--,?,{'S645'}
T811,m11n132,-10,-3,--,--,?,{'S644'}
T812,m11n132,-10,-3,--,--,T814,{'S647'}
T813,m11n132,-10,-3,--,--,T809,{'S646'}
T814,m11n132,-10,-3,--,--,T812,{'S642'}
T815,m11n132,-10,1,--,--,T817,{'S651'}
T816,m11n132,-10,1,--,--,T818,"{'S652', 'S655'}"
T817,m11n132,-10,1,--,--,T815,"{'S659', 'S649'}"
T818,m11n132,-10,1,--,--,T816,"{'S658', 'S650'}"
T819,m11n132,-10,1,--,--,T820,"{'S654', 'S648'}"
T820,m11n132,-10,1,--,--,T819,"{'S657', 'S653', 'S656'}"
T821,m11n132,-10,3,--,--,T826,{'S658'}
T822,m11n132,-10,3,--,--,?,{'S657'}
T823,m11n132,-10,3,--,--,?,{'S659'}
T824,m11n132,-10,3,--,--,T825,{'S656'}
T825,m11n132,-10,3,--,--,T824,{'S654'}
T826,m11n132,-10,3,--,--,T821,{'S655'}
T827,11n132,-4,-1,--,--,?,{'S635'}
T828,11n132,-4,-1,--,--,T830,"{'S632', 'S631'}"
T829,11n132,-4,-1,--,--,?,{'S630'}
T830,11n132,-4,-1,--,--,T828,"{'S633', 'S628'}"
T831,11n132,-4,-1,--,--,?,"{'S629', 'S636'}"
T832,11n132,-4,-3,--,--,T833,{'S631'}
T833,11n132,-4,-3,--,--,T832,{'S628'}
T834,11n132,-4,-3,--,--,?,{'S630'}
T835,11n132,-4,-3,--,--,?,{'S629'}
T836,11n132,-4,1,--,--,?,"{'S641', 'S635'}"
T837,11n132,-4,1,--,--,T840,"{'S633', 'S638'}"
T839,11n132,-4,1,--,--,?,"{'S640', 'S636'}"
T840,11n132,-4,1,--,--,T837,"{'S639', 'S632'}"
T841,11n132,-4,3,--,--,T842,{'S639'}
T842,11n132,-4,3,--,--,T841,{'S638'}
T843,11n132,-4,3,--,--,?,{'S641'}
T844,11n132,-4,3,--,--,?,{'S640'}
T845,m11n96,-6,-1,--,--,T845,"{'S662', 'S661', 'S660'}"
T846,m11n96,-6,-3,--,--,T847,{'S661'}
T847,m11n96,-6,-3,--,--,T846,{'S660'}
T848,m11n96,-6,1,--,--,T848,"{'S664', 'S663', 'S662'}"
T849,m11n96,-6,3,--,--,T850,{'S664'}
T850,m11n96,-6,3,--,--,T849,{'S663'}
T851,11n96,-8,-1,--,--,T851,"{'S665', 'S666'}"
T852,11n96,-8,-3,--,--,T852,{'S665'}
T853,11n96,-8,1,--,--,T853,"{'S666', 'S667'}"
T854,11n96,-8,3,--,--,T854,{'S667'}
T855,m11n110,-5,-2,--,--,T858,{'S671'}
T856,m11n110,-5,-2,--,--,T857,{'S670'}
T857,m11n110,-5,-2,--,--,T856,{'S668'}
T858,m11n110,-5,-2,--,--,T855,{'S669'}
T859,m11n110,-5,0,?,?,T861,"{'S671', 'S672'}"
T860,m11n110,-5,0,?,?,T862,"{'S668', 'S675'}"
T861,m11n110,-5,0,?,?,T859,"{'S674', 'S669'}"
T862,m11n110,-5,0,?,?,T860,"{'S673', 'S670'}"
T863,m11n110,-5,2,--,--,T864,{'S675'}
T864,m11n110,-5,2,--,--,T863,{'S673'}
T865,m11n110,-5,2,--,--,T866,{'S672'}
T866,m11n110,-5,2,--,--,T865,{'S674'}
T867,11n110,-9,-2,--,--,T868,"{'S679', 'S677', 'S681'}"
T868,11n110,-9,-2,--,--,T867,"{'S680', 'S676', 'S678'}"
T869,11n110,-9,-4,--,--,T871,{'S678'}
T870,11n110,-9,-4,--,--,T872,{'S680'}
T871,11n110,-9,-4,--,--,T869,{'S681'}
T872,11n110,-9,-4,--,--,T870,{'S679'}
T873,11n110,-9,0,?,?,T874,"{'S682', 'S677'}"
T874,11n110,-9,0,?,?,T873,"{'S683', 'S676'}"
T875,11n110,-9,2,--,--,T876,"{'S686', 'S684', 'S683'}"
T876,11n110,-9,2,--,--,T875,"{'S685', 'S682', 'S687'}"
T877,11n110,-9,4,--,--,T879,{'S687'}
T878,11n110,-9,4,--,--,T880,{'S686'}
T879,11n110,-9,4,--,--,T877,{'S684'}
T880,11n110,-9,4,--,--,T878,{'S685'}
T881,11n92,-6,-1,--,--,T881,"{'S688', 'S690'}"
T882,11n92,-6,-1,--,--,T882,"{'S689', 'S691'}"
T883,11n92,-6,-3,--,--,?,{'S688'}
T884,11n92,-6,-3,--,--,?,{'S689'}
T885,11n92,-6,1,--,--,T885,"{'S690', 'S693', 'S694'}"
T886,11n92,-6,1,--,--,T886,"{'S692', 'S691'}"
T887,11n92,-6,3,--,--,T889,{'S693'}
T888,11n92,-6,3,--,--,?,{'S692'}
T889,11n92,-6,3,--,--,T887,{'S694'}
T890,m11n92,-8,-1,--,--,?,{'S698'}
T891,m11n92,-8,-1,--,--,?,"{'S699', 'S696'}"
T892,m11n92,-8,-1,--,--,?,"{'S700', 'S695'}"
T893,m11n92,-8,-3,--,--,?,{'S696'}
T894,m11n92,-8,-3,--,--,?,{'S695'}
T895,m11n92,-8,1,--,--,?,{'S700'}
T896,m11n92,-8,1,--,--,?,"{'S701', 'S698'}"
T897,m11n92,-8,1,--,--,?,{'S699'}
T898,m11n92,-8,1,--,--,?,{'S702'}
T899,m11n92,-8,3,--,--,?,{'S702'}
T900,m11n92,-8,3,--,--,?,{'S701'}
T901,m11n86,-5,-2,--,--,T901,{'S704'}
T902,m11n86,-5,-2,--,--,T902,{'S703'}
T903,m11n86,-5,-2,--,--,?,{'S705'}
T904,m11n86,-5,0,?,?,T904,"{'S704', 'S707'}"
T905,m11n86,-5,0,?,?,?,"{'S708', 'S705'}"
T906,m11n86,-5,0,?,?,T906,"{'S706', 'S703'}"
T907,m11n86,-5,2,--,--,T907,{'S706'}
T908,m11n86,-5,2,--,--,?,{'S708'}
T909,m11n86,-5,2,--,--,T909,{'S707'}
T910,11n86,-9,-2,--,--,T910,"{'S712', 'S710', 'S709', 'S711'}"
T911,11n86,-9,-4,--,--,T911,{'S712'}
T912,11n86,-9,-4,--,--,T913,{'S711'}
T913,11n86,-9,-4,--,--,T912,{'S710'}
T914,11n86,-9,0,T914,T914,T914,"{'S709', 'S713'}"
T915,11n86,-9,2,--,--,T915,"{'S715', 'S714', 'S713', 'S716'}"
T916,11n86,-9,4,--,--,T917,{'S715'}
T917,11n86,-9,4,--,--,T916,{'S716'}
T918,11n86,-9,4,--,--,T918,{'S714'}
T919,11n111,-11,-2,--,--,T919,"{'S718', 'S717'}"
T920,11n111,-11,-4,--,--,T920,{'S718'}
T921,11n111,-11,0,T921,T921,T921,"{'S719', 'S717'}"
T922,11n111,-11,2,--,--,T922,"{'S719', 'S720'}"
T923,11n111,-11,4,--,--,T923,{'S720'}
T924,m11n111,-3,-2,--,--,T925,{'S721'}
T925,m11n111,-3,-2,--,--,T924,{'S722'}
T926,m11n111,-3,0,?,?,T927,"{'S722', 'S724'}"
T927,m11n111,-3,0,?,?,T926,"{'S721', 'S723'}"
