Grid ID,Topological Type,tb,r,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror,Parents
T104,m10n14,-5,2,--,--,T101,{'S79'}
T105,10n14,-9,-2,--,--,T106,{'S81'}
T106,10n14,-9,-2,--,--,T105,{'S82'}
T107,10n14,-9,0,?,?,T108,"{'S82', 'S83'}"
T108,10n14,-9,0,?,?,T107,"{'S81', 'S84'}"
T109,10n14,-9,2,--,--,T110,{'S84'}
T110,10n14,-9,2,--,--,T109,{'S83'}
T111,m10n15,-5,-2,--,--,T111,{'S85'}
T112,m10n15,-5,-2,--,--,T112,{'S86'}
T113,m10n15,-5,0,?,?,T113,"{'S88', 'S86'}"
T114,m10n15,-5,0,?,?,T114,"{'S87', 'S85'}"
T115,m10n15,-5,2,--,--,T115,{'S87'}
T116,m10n15,-5,2,--,--,T116,{'S88'}
T117,10n15,-9,-2,--,--,?,{'S91'}
T118,10n15,-9,-2,--,--,T118,{'S93'}
T119,10n15,-9,-2,--,--,T119,{'S92'}
T120,10n15,-9,-2,--,--,T120,{'S89'}
T121,10n15,-9,0,?,?,?,"{'S97', 'S91'}"
T122,10n15,-9,0,?,?,T122,{'S92'}
T123,10n15,-9,0,?,?,T123,"{'S89', 'S96'}"
T124,10n15,-9,0,?,?,T124,{'S94'}
T125,10n15,-9,0,?,?,T125,"{'S95', 'S93'}"
T126,10n15,-9,2,--,--,T126,{'S95'}
T127,10n15,-9,2,--,--,?,{'S97'}
T128,10n15,-9,2,--,--,T128,{'S96'}
T129,10n15,-9,2,--,--,T129,{'S94'}
T130,m10n20,-12,-1,--,--,T130,"{'S110', 'S113'}"
T131,m10n20,-12,-3,--,--,T131,"{'S112', 'S110', 'S111'}"
T132,m10n20,-12,-5,--,--,T133,{'S111'}
T133,m10n20,-12,-5,--,--,T132,{'S112'}
T134,m10n20,-12,1,--,--,T134,"{'S114', 'S113'}"
T135,m10n20,-12,3,--,--,T135,"{'S114', 'S115', 'S116'}"
T136,m10n20,-12,5,--,--,T137,{'S116'}
T137,m10n20,-12,5,--,--,T136,{'S115'}
T138,10n20,-2,-1,--,--,T138,"{'S99', 'S105', 'S104'}"
T139,10n20,-2,-1,--,--,T140,"{'S102', 'S100'}"
T140,10n20,-2,-1,--,--,T139,"{'S103', 'S101'}"
T141,10n20,-2,-3,--,--,T142,{'S101'}
T142,10n20,-2,-3,--,--,T141,{'S100'}
T143,10n20,-2,-3,--,--,T143,{'S99'}
T144,10n20,-2,1,--,--,T144,"{'S102', 'S106', 'S103', 'S108'}"
T145,10n20,-2,1,--,--,T146,"{'S107', 'S105'}"
T146,10n20,-2,1,--,--,T145,"{'S104', 'S109'}"
T147,10n20,-2,3,--,--,T150,{'S106'}
T148,10n20,-2,3,--,--,T149,{'S107'}
T149,10n20,-2,3,--,--,T148,{'S109'}
T150,10n20,-2,3,--,--,T147,{'S108'}
T151,10n21,-11,-2,--,--,T151,"{'S118', 'S117', 'S119'}"
T152,10n21,-11,-4,--,--,T153,{'S119'}
T153,10n21,-11,-4,--,--,T152,{'S118'}
T154,10n21,-11,0,T154,T154,T154,"{'S117', 'S120'}"
T155,10n21,-11,2,--,--,T155,"{'S121', 'S120', 'S122'}"
T156,10n21,-11,4,--,--,T157,{'S122'}
T157,10n21,-11,4,--,--,T156,{'S121'}
T158,m10n21,-3,-2,--,--,?,{'S124'}
T159,m10n21,-3,-2,--,--,?,{'S123'}
T160,m10n21,-3,0,?,?,?,"{'S123', 'S125'}"
T161,m10n21,-3,0,?,?,?,"{'S124', 'S126'}"
T162,m10n21,-3,2,--,--,?,{'S125'}
T163,m10n21,-3,2,--,--,?,{'S126'}
T164,10n23,-6,-1,--,--,?,{'S129'}
T165,10n23,-6,-1,--,--,T165,"{'S127', 'S128'}"
T166,10n23,-6,-3,--,--,T166,{'S127'}
T167,10n23,-6,1,--,--,T167,"{'S129', 'S130'}"
T168,10n23,-6,1,--,--,T168,{'S128'}
T169,10n23,-6,3,--,--,T169,{'S130'}
T170,m10n23,-8,-1,--,--,T170,"{'S132', 'S131', 'S137', 'S133', 'S134', 'S135', 'S136'}"
T171,m10n23,-8,-3,--,--,T173,{'S134'}
T172,m10n23,-8,-3,--,--,T175,{'S136'}
T173,m10n23,-8,-3,--,--,T171,{'S133'}
T174,m10n23,-8,-3,--,--,T174,{'S132'}
T175,m10n23,-8,-3,--,--,T172,{'S135'}
T176,m10n23,-8,-3,--,--,T176,{'S131'}
T177,m10n23,-8,1,--,--,T177,"{'S140', 'S142', 'S141', 'S137', 'S138', 'S139'}"
T178,m10n23,-8,3,--,--,T179,{'S140'}
T179,m10n23,-8,3,--,--,T178,{'S142'}
T180,m10n23,-8,3,--,--,T180,{'S141'}
T181,m10n23,-8,3,--,--,T181,{'S139'}
T182,m10n23,-8,3,--,--,T182,{'S138'}
T183,m10n24,-5,-2,--,--,T190,{'S144'}
T184,m10n24,-5,-2,--,--,T185,{'S143'}
T185,m10n24,-5,-2,--,--,T184,{'S150'}
T186,m10n24,-5,-2,--,--,T189,{'S146'}
T187,m10n24,-5,-2,--,--,T188,{'S147'}
T188,m10n24,-5,-2,--,--,T187,{'S148'}
T189,m10n24,-5,-2,--,--,T186,{'S149'}
T190,m10n24,-5,-2,--,--,T183,{'S145'}
T191,m10n24,-5,0,?,?,T193,"{'S157', 'S155', 'S148', 'S144'}"
T192,m10n24,-5,0,?,?,T194,"{'S150', 'S152', 'S151', 'S149'}"
T193,m10n24,-5,0,?,?,T191,"{'S154', 'S156', 'S145', 'S147'}"
T194,m10n24,-5,0,?,?,T192,"{'S146', 'S153', 'S158', 'S143'}"
T195,m10n24,-5,2,--,--,T200,{'S151'}
T196,m10n24,-5,2,--,--,T198,{'S156'}
T197,m10n24,-5,2,--,--,T201,{'S155'}
T198,m10n24,-5,2,--,--,T196,{'S157'}
T199,m10n24,-5,2,--,--,T202,{'S152'}
T200,m10n24,-5,2,--,--,T195,{'S158'}
T201,m10n24,-5,2,--,--,T197,{'S154'}
T202,m10n24,-5,2,--,--,T199,{'S153'}
T203,10n24,-9,-2,--,--,T205,"{'S166', 'S162'}"
T204,10n24,-9,-2,--,--,T206,"{'S160', 'S165'}"
T205,10n24,-9,-2,--,--,T203,"{'S164', 'S161'}"
T206,10n24,-9,-2,--,--,T204,"{'S163', 'S159'}"
T207,10n24,-9,-4,--,--,T209,{'S165'}
T208,10n24,-9,-4,--,--,T210,{'S164'}
T209,10n24,-9,-4,--,--,T207,{'S163'}
T210,10n24,-9,-4,--,--,T208,{'S166'}
T211,10n24,-9,0,?,?,T212,"{'S168', 'S161'}"
T212,10n24,-9,0,?,?,T211,"{'S162', 'S167'}"
T213,10n24,-9,0,?,?,T214,"{'S169', 'S159'}"
T214,10n24,-9,0,?,?,T213,"{'S160', 'S170'}"
T215,10n24,-9,2,--,--,T216,"{'S169', 'S172'}"
T216,10n24,-9,2,--,--,T215,"{'S173', 'S170'}"
T217,10n24,-9,2,--,--,T218,"{'S168', 'S174'}"
T218,10n24,-9,2,--,--,T217,"{'S167', 'S171'}"
T219,10n24,-9,4,--,--,T221,{'S173'}
T220,10n24,-9,4,--,--,T222,{'S174'}
T221,10n24,-9,4,--,--,T219,{'S172'}
T222,10n24,-9,4,--,--,T220,{'S171'}
T223,m10n25,-12,-1,--,--,T225,"{'S203', 'S198'}"
T224,m10n25,-12,-1,--,--,T226,"{'S204', 'S197'}"
T225,m10n25,-12,-1,--,--,T223,"{'S201', 'S195'}"
T226,m10n25,-12,-1,--,--,T224,"{'S196', 'S202'}"
T227,m10n25,-12,-3,--,--,T228,"{'S199', 'S198'}"
T228,m10n25,-12,-3,--,--,T227,"{'S200', 'S195'}"
T229,m10n25,-12,-3,--,--,T230,{'S197'}
T230,m10n25,-12,-3,--,--,T229,{'S196'}
T231,m10n25,-12,-5,--,--,T232,{'S200'}
T232,m10n25,-12,-5,--,--,T231,{'S199'}
T233,m10n25,-12,1,--,--,T235,"{'S201', 'S206'}"
T234,m10n25,-12,1,--,--,T236,"{'S205', 'S202'}"
T235,m10n25,-12,1,--,--,T233,"{'S207', 'S203'}"
T236,m10n25,-12,1,--,--,T234,"{'S204', 'S208'}"
T237,m10n25,-12,3,--,--,T239,{'S205'}
T238,m10n25,-12,3,--,--,T240,"{'S207', 'S209'}"
T239,m10n25,-12,3,--,--,T237,{'S208'}
T240,m10n25,-12,3,--,--,T238,"{'S210', 'S206'}"
T241,m10n25,-12,5,--,--,T242,{'S210'}
T242,m10n25,-12,5,--,--,T241,{'S209'}
T243,10n25,-2,-1,--,--,T249,"{'S185', 'S178'}"
T244,10n25,-2,-1,--,--,T247,{'S177'}
T245,10n25,-2,-1,--,--,?,{'S186'}
T246,10n25,-2,-1,--,--,T247,"{'S182', 'S179'}"
T247,10n25,-2,-1,--,--,T246,"{'S187', 'S180'}"
T248,10n25,-2,-1,--,--,?,"{'S188', 'S176'}"
T249,10n25,-2,-1,--,--,T243,"{'S175', 'S184'}"
T250,10n25,-2,-1,--,--,?,{'S183'}
T251,10n25,-2,-3,--,--,T254,{'S175'}
T252,10n25,-2,-3,--,--,?,{'S179'}
T253,10n25,-2,-3,--,--,T256,{'S180'}
T254,10n25,-2,-3,--,--,T251,{'S178'}
T255,10n25,-2,-3,--,--,?,{'S176'}
T256,10n25,-2,-3,--,--,T253,{'S177'}
T257,10n25,-2,1,--,--,T263,"{'S187', 'S193'}"
T258,10n25,-2,1,--,--,T260,"{'S189', 'S184'}"
T259,10n25,-2,1,--,--,?,"{'S192', 'S186'}"
T260,10n25,-2,1,--,--,T258,"{'S194', 'S185'}"
T261,10n25,-2,1,--,--,T257,{'S190'}
T262,10n25,-2,1,--,--,?,{'S188'}
T263,10n25,-2,1,--,--,T257,{'S182'}
T264,10n25,-2,1,--,--,?,"{'S191', 'S183'}"
T265,10n25,-2,3,--,--,T269,{'S193'}
T266,10n25,-2,3,--,--,?,{'S191'}
T267,10n25,-2,3,--,--,T270,{'S189'}
T268,10n25,-2,3,--,--,?,{'S192'}
T269,10n25,-2,3,--,--,T265,{'S190'}
T270,10n25,-2,3,--,--,T267,{'S194'}
T271,10n26,-15,-2,--,--,T272,"{'S211', 'S213'}"
T272,10n26,-15,-2,--,--,T271,"{'S212', 'S214'}"
T273,10n26,-15,-4,--,--,T274,"{'S215', 'S213'}"
T274,10n26,-15,-4,--,--,T273,"{'S214', 'S216'}"
T275,10n26,-15,-6,--,--,T276,{'S216'}
T276,10n26,-15,-6,--,--,T275,{'S215'}
T277,10n26,-15,0,?,?,T278,"{'S217', 'S211'}"
T278,10n26,-15,0,?,?,T277,"{'S218', 'S212'}"
T279,10n26,-15,2,--,--,T280,"{'S218', 'S219'}"
T280,10n26,-15,2,--,--,T279,"{'S217', 'S220'}"
T281,10n26,-15,4,--,--,T282,"{'S219', 'S222'}"
T282,10n26,-15,4,--,--,T281,"{'S221', 'S220'}"
T283,10n26,-15,6,--,--,T284,{'S222'}
T284,10n26,-15,6,--,--,T283,{'S221'}
T285,m10n26,1,-2,--,--,T288,{'S224'}
T286,m10n26,1,-2,--,--,T287,{'S223'}
T287,m10n26,1,-2,--,--,T286,{'S226'}
T288,m10n26,1,-2,--,--,T285,{'S225'}
T289,m10n26,1,0,?,?,T292,"{'S226', 'S229'}"
T290,m10n26,1,0,?,?,T291,"{'S225', 'S227'}"
T291,m10n26,1,0,?,?,T290,"{'S228', 'S224'}"
T292,m10n26,1,0,?,?,T289,"{'S223', 'S230'}"
T293,m10n26,1,2,--,--,T295,{'S230'}
T294,m10n26,1,2,--,--,T296,{'S227'}
T295,m10n26,1,2,--,--,T293,{'S229'}
T296,m10n26,1,2,--,--,T294,{'S228'}
T297,m10n27,-1,-2,--,--,?,{'S278'}
T298,m10n27,-1,-2,--,--,T310,{'S276'}
T299,m10n27,-1,-2,--,--,T309,{'S275'}
T300,m10n27,-1,-2,--,--,?,{'S277'}
T301,m10n27,-1,-2,--,--,T303,{'S279'}
T302,m10n27,-1,-2,--,--,T308,{'S271'}
T303,m10n27,-1,-2,--,--,T301,{'S282'}
T304,m10n27,-1,-2,--,--,T307,{'S269'}
T305,m10n27,-1,-2,--,--,T306,{'S273'}
T306,m10n27,-1,-2,--,--,T305,{'S274'}
T307,m10n27,-1,-2,--,--,T304,{'S281'}
T308,m10n27,-1,-2,--,--,T302,{'S280'}
T309,m10n27,-1,-2,--,--,T299,{'S272'}
T310,m10n27,-1,-2,--,--,T298,{'S270'}
T311,m10n27,-1,0,?,?,T312,"{'S295', 'S278', 'S279', 'S284'}"
T312,m10n27,-1,0,?,?,T311,"{'S282', 'S292'}"
T313,m10n27,-1,0,?,?,T314,"{'S283', 'S271', 'S291', 'S281'}"
T314,m10n27,-1,0,?,?,T313,"{'S269', 'S287', 'S280'}"
T315,m10n27,-1,0,?,?,T318,"{'S293', 'S270'}"
T316,m10n27,-1,0,?,?,T317,"{'S290', 'S274', 'S272', 'S294'}"
T317,m10n27,-1,0,?,?,T316,"{'S275', 'S273', 'S286', 'S288'}"
T318,m10n27,-1,0,?,?,T315,"{'S285', 'S277', 'S276', 'S289'}"
T319,m10n27,-1,2,--,--,T330,{'S286'}
T320,m10n27,-1,2,--,--,?,{'S284'}
T321,m10n27,-1,2,--,--,T327,{'S287'}
T322,m10n27,-1,2,--,--,T329,{'S285'}
T323,m10n27,-1,2,--,--,T328,{'S290'}
T324,m10n27,-1,2,--,--,?,{'S289'}
T325,m10n27,-1,2,--,--,T331,{'S295'}
T326,m10n27,-1,2,--,--,?,{'S291'}
T327,m10n27,-1,2,--,--,T321,{'S283'}
T328,m10n27,-1,2,--,--,T323,{'S288'}
T329,m10n27,-1,2,--,--,T322,{'S293'}
T330,m10n27,-1,2,--,--,T319,{'S294'}
T331,m10n27,-1,2,--,--,T325,{'S292'}
T332,10n27,-13,-2,--,--,T341,"{'S232', 'S241'}"
T333,10n27,-13,-2,--,--,T340,{'S234'}
T334,10n27,-13,-2,--,--,T336,"{'S239', 'S244'}"
T335,10n27,-13,-2,--,--,T338,"{'S240', 'S242'}"
T336,10n27,-13,-2,--,--,T334,"{'S248', 'S236'}"
T337,10n27,-13,-2,--,--,T339,"{'S249', 'S233'}"
T338,10n27,-13,-2,--,--,T335,"{'S235', 'S245'}"
T339,10n27,-13,-2,--,--,T337,"{'S246', 'S237'}"
T340,10n27,-13,-2,--,--,T333,{'S231'}
T341,10n27,-13,-2,--,--,T332,"{'S238', 'S243'}"
T342,10n27,-13,-4,--,--,T343,{'S246'}
T343,10n27,-13,-4,--,--,T342,{'S249'}
T344,10n27,-13,-4,--,--,T347,{'S248'}
T345,10n27,-13,-4,--,--,T348,{'S245'}
T346,10n27,-13,-4,--,--,T349,{'S241'}
T347,10n27,-13,-4,--,--,T344,{'S244'}
T348,10n27,-13,-4,--,--,T345,{'S242'}
T349,10n27,-13,-4,--,--,T346,{'S243'}
T350,10n27,-13,0,?,?,T358,"{'S251', 'S240'}"
T351,10n27,-13,0,?,?,?,{'S238'}
T352,10n27,-13,0,?,?,T360,{'S231'}
T353,10n27,-13,0,?,?,T360,"{'S258', 'S232'}"
T355,10n27,-13,0,?,?,T356,"{'S256', 'S233'}"
T356,10n27,-13,0,?,?,T355,"{'S259', 'S237'}"
T357,10n27,-13,0,?,?,T359,"{'S254', 'S239'}"
T358,10n27,-13,0,?,?,T350,"{'S235', 'S253'}"
T359,10n27,-13,0,?,?,T357,"{'S236', 'S255'}"
T360,10n27,-13,0,?,?,T352,"{'S234', 'S252'}"
T361,10n27,-13,2,--,--,T368,"{'S256', 'S260'}"
T362,10n27,-13,2,--,--,T370,{'S263'}
T363,10n27,-13,2,--,--,T366,{'S252'}
T364,10n27,-13,2,--,--,T365,"{'S266', 'S253'}"
T365,10n27,-13,2,--,--,T364,"{'S251', 'S262'}"
T366,10n27,-13,2,--,--,T363,{'S258'}
T367,10n27,-13,2,--,--,T368,"{'S261', 'S254'}"
T368,10n27,-13,2,--,--,T367,"{'S264', 'S255'}"
T369,10n27,-13,2,--,--,T361,{'S259'}
T370,10n27,-13,2,--,--,T362,{'S267'}
T371,10n27,-13,4,--,--,T374,{'S261'}
T372,10n27,-13,4,--,--,T375,{'S263'}
T373,10n27,-13,4,--,--,T376,{'S262'}
T374,10n27,-13,4,--,--,T371,{'S264'}
T375,10n27,-13,4,--,--,T372,{'S267'}
T376,10n27,-13,4,--,--,T373,{'S266'}
T377,10n27,-13,4,--,--,T374,{'S260'}
T378,m10n28,-10,-1,--,--,T380,"{'S337', 'S331'}"
T379,m10n28,-10,-1,--,--,T381,"{'S330', 'S336'}"
T380,m10n28,-10,-1,--,--,T378,"{'S332', 'S335'}"
T381,m10n28,-10,-1,--,--,T379,"{'S334', 'S333'}"
T382,m10n28,-10,-3,--,--,T384,{'S333'}
T383,m10n28,-10,-3,--,--,T385,{'S332'}
T384,m10n28,-10,-3,--,--,T382,{'S330'}
T385,m10n28,-10,-3,--,--,T383,{'S331'}
T386,m10n28,-10,1,--,--,T387,"{'S334', 'S341'}"
T387,m10n28,-10,1,--,--,T386,"{'S340', 'S336'}"
T388,m10n28,-10,1,--,--,T389,"{'S338', 'S335'}"
T389,m10n28,-10,1,--,--,T388,"{'S339', 'S337'}"
T390,m10n28,-10,3,--,--,?,{'S339'}
T391,m10n28,-10,3,--,--,T393,{'S341'}
T392,m10n28,-10,3,--,--,?,{'S338'}
T393,m10n28,-10,3,--,--,T391,{'S340'}
T394,10n28,-4,-1,--,--,T399,"{'S310', 'S298'}"
T395,10n28,-4,-1,--,--,T397,"{'S315', 'S304'}"
T396,10n28,-4,-1,--,--,T398,"{'S311', 'S296', 'S308', 'S303', 'S307', 'S305', 'S300'}"
T397,10n28,-4,-1,--,--,T395,"{'S299', 'S314'}"
T398,10n28,-4,-1,--,--,T396,"{'S302', 'S313', 'S301', 'S297', 'S309'}"
T399,10n28,-4,-1,--,--,T394,"{'S312', 'S306'}"
T400,10n28,-4,-3,--,--,T408,{'S301'}
T401,10n28,-4,-3,--,--,T410,{'S300'}
T402,10n28,-4,-3,--,--,T411,{'S304'}
T403,10n28,-4,-3,--,--,T406,{'S302'}
T404,10n28,-4,-3,--,--,T412,{'S306'}
T405,10n28,-4,-3,--,--,?,{'S296'}
T406,10n28,-4,-3,--,--,T403,{'S303'}
T407,10n28,-4,-3,--,--,?,{'S305'}
T408,10n28,-4,-3,--,--,T400,{'S308'}
T409,10n28,-4,-3,--,--,T413,{'S307'}
T410,10n28,-4,-3,--,--,T401,{'S309'}
T411,10n28,-4,-3,--,--,T402,{'S299'}
T412,10n28,-4,-3,--,--,T404,{'S298'}
T413,10n28,-4,-3,--,--,T409,{'S297'}
T414,10n28,-4,1,--,--,T419,{'S310'}
T415,10n28,-4,1,--,--,T418,"{'S321', 'S313', 'S319', 'S322', 'S328', 'S327', 'S325', 'S316'}"
T416,10n28,-4,1,--,--,T417,"{'S314', 'S320'}"
T417,10n28,-4,1,--,--,T416,"{'S315', 'S317'}"
T418,10n28,-4,1,--,--,T415,"{'S311', 'S326', 'S323', 'S318', 'S324', 'S329'}"
T419,10n28,-4,1,--,--,T414,{'S312'}
T420,10n28,-4,3,--,--,T432,{'S327'}
T421,10n28,-4,3,--,--,T428,{'S323'}
T422,10n28,-4,3,--,--,T427,{'S317'}
T423,10n28,-4,3,--,--,T424,{'S322'}
T424,10n28,-4,3,--,--,T423,{'S329'}
T425,10n28,-4,3,--,--,?,{'S319'}
T426,10n28,-4,3,--,--,T430,{'S318'}
T427,10n28,-4,3,--,--,T422,{'S320'}
T428,10n28,-4,3,--,--,T421,{'S328'}
T429,10n28,-4,3,--,--,T431,{'S321'}
T430,10n28,-4,3,--,--,T426,{'S316'}
T431,10n28,-4,3,--,--,T429,{'S324'}
T432,10n28,-4,3,--,--,T420,{'S326'}
T433,10n28,-4,3,--,--,?,{'S325'}
T434,10n31,-17,-2,--,--,T434,"{'S344', 'S345', 'S343', 'S342'}"
T435,10n31,-17,-4,--,--,T435,"{'S343', 'S344'}"
T438,10n31,-17,0,T438,T438,T438,"{'S346', 'S342'}"
T439,10n31,-17,2,--,--,T439,"{'S347', 'S346', 'S349', 'S348'}"
T441,10n31,-17,4,--,--,T441,"{'S347', 'S349', 'S348'}"
T443,m10n31,3,-2,--,--,T443,{'S350'}
T444,m10n31,3,-2,--,--,T444,{'S351'}
T445,m10n31,3,0,?,?,T445,"{'S351', 'S353'}"
T446,m10n31,3,0,?,?,T446,"{'S350', 'S352'}"
T447,m10n31,3,2,--,--,T447,{'S353'}
T448,m10n31,3,2,--,--,T448,{'S352'}
T449,10n32,-5,-2,--,--,T449,"{'S354', 'S359'}"
T450,10n32,-5,-2,--,--,T450,"{'S355', 'S357'}"
T451,10n32,-5,-2,--,--,T451,"{'S358', 'S356'}"
T452,10n32,-5,-4,--,--,T452,{'S358'}
T453,10n32,-5,-4,--,--,T453,{'S357'}
T454,10n32,-5,-4,--,--,T454,{'S359'}
T455,10n32,-5,0,?,?,T455,{'S354'}
T456,10n32,-5,0,?,?,T456,"{'S360', 'S356'}"
T457,10n32,-5,0,?,?,T457,{'S361'}
T458,10n32,-5,0,?,?,T458,"{'S355', 'S362'}"
T459,10n32,-5,2,--,--,T459,"{'S361', 'S363'}"
T460,10n32,-5,2,--,--,T460,"{'S364', 'S360'}"
T461,10n32,-5,2,--,--,T461,"{'S365', 'S362'}"
T462,10n32,-5,4,--,--,T462,{'S363'}
T463,10n32,-5,4,--,--,T463,{'S364'}
